,공연시설명,세부공연시설명,좌석수,공연건수,개막편수,상연횟수,총 티켓판매수,시설특성,주소
402,JTN 아트홀(구. 대학로예술마당),합계,856,9,3,1258,36783,민간(대학로),서울특별시 종로구 이화장길 26 (이화동) 
403,컬쳐씨어터(구. 휴먼시어터),합계,120,1,0,910,36544,민간(대학로),서울특별시 종로구 대학로8가길 80 (동숭동)
404,연세대학교 백주년기념관,합계,829,38,38,75,35852,민간(대학로 외),서울특별시 서대문구 연세로 50 (신촌동)
412,JS아트홀 (구. 고스트씨어터 구.다소니씨어터),합계,194,1,0,840,34753,민간(대학로),서울특별시 종로구 동숭길 94 (동숭동)
415,세우아트센터,1관,168,2,1,816,31767,민간(대학로),서울특별시 종로구 대학로12길 49 (동숭동)
416,세우아트센터,2관,102,6,5,119,2502,민간(대학로),서울특별시 종로구 대학로12길 49 (동숭동)
417,세우아트센터,합계,270,8,6,935,34269,민간(대학로),서울특별시 종로구 대학로12길 49 (동숭동)
418,대학로예술극장,대극장,504,35,34,123,17824,국립,서울특별시 종로구 대학로10길 17 (동숭동)
419,대학로예술극장,소극장,132,31,30,202,16092,국립,서울특별시 종로구 대학로10길 17 (동숭동)
420,대학로예술극장,3관 [폐관],163,0,0,0,0,국립,서울특별시 종로구 대학로10길 17 (동숭동)
421,대학로예술극장,합계,799,66,64,325,33916,국립,서울특별시 종로구 대학로10길 17 (동숭동)
423,노들섬,라이브하우스,750,50,50,83,26099,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
424,노들섬,잔디마당,616,2,2,4,4608,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
425,노들섬,다목적 홀: 숲,0,4,4,7,2219,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
426,노들섬,3층 테라스,0,1,1,3,457,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
427,노들섬,뮤직라운지: 류,0,0,0,0,0,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
428,노들섬,합계,1366,57,57,97,33383,공공(기타),서울특별시 용산구 양녕로 445 (이촌동)
436,예그린씨어터,합계,202,7,6,391,32231,민간(대학로),서울특별시 종로구 동숭길 130-5 (동숭동)
445,댕로홀,합계,83,2,0,1203,31400,민간(대학로),서울특별시 종로구 대학로12길 50 (동숭동)
457,아스가르드 씨어터(구. 낙산씨어터),합계,100,1,0,916,29854,민간(대학로),서울특별시 종로구 동숭길 140(혜화동)
462,"파랑씨어터 (구. 도향아트홀, 뮤디스홀)",합계,163,1,0,549,29238,민간(대학로),서울특별시 종로구 대학로8가길 36 (동숭동)
492,소월아트홀(성동문화회관),합계,520,27,26,130,25776,공공(문예회관),서울특별시 성동구 왕십리로 281
496,올래홀,합계,175,1,0,872,24906,민간(대학로),서울특별시 종로구 대학로10길 24 (동숭동)
501,바탕골소극장,합계,192,1,0,788,23953,민간(대학로),서울특별시 종로구 대학로10길 5 (동숭동)
506,무신사 개러지(구. 왓챠홀),합계,230,49,49,68,23553,민간(대학로 외),서울특별시 마포구 잔다리로 32(서교동)
524,종로아이들극장,합계,281,34,33,210,22148,공공(기타),서울특별시 종로구 성균관로 91 - 0 국민생활관
529,용산아트홀,대극장 미르,787,14,13,109,20402,공공(문예회관),서울특별시 용산구 녹사평대로 150(이태원동 34-87)
530,용산아트홀,소극장 가람,304,3,3,11,1471,공공(문예회관),서울특별시 용산구 녹사평대로 150(이태원동 34-87)
531,용산아트홀,합계,1091,17,16,120,21873,공공(문예회관),서울특별시 용산구 녹사평대로 150(이태원동 34-87)
532,남산골한옥마을,서울남산국악당 크라운해태홀,302,37,36,117,21128,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
533,남산골한옥마을,서울남산국악당 야외마당,0,2,2,30,343,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
534,남산골한옥마을,민씨가옥,50,2,2,6,198,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
535,남산골한옥마을,체험실,0,2,2,8,94,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
536,남산골한옥마을,일대,0,0,0,0,0,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
537,남산골한옥마을,천우각무대,100,0,0,0,0,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
538,남산골한옥마을,합계,452,43,42,161,21763,공공(기타),서울특별시 중구 퇴계로34길 28 (필동2가)
547,연극플레이스 혜화,합계,0,1,1,821,21419,민간(대학로),서울특별시 종로구 대학로8가길 111(동숭동)
549,상상나라극장,합계,212,12,11,234,21200,민간(대학로 외),서울특별시 광진구 능동로 216 (능동)
550,롤링홀,합계,200,125,125,136,21128,민간(대학로 외),서울특별시 마포구 어울마당로 35 (서교동) 지하 1층
569,동덕여대공연예술센터,합계,430,6,5,161,20874,민간(대학로),서울특별시 종로구 동숭길 126 (동숭동)
570,명동난타극장,합계,386,1,0,507,20841,민간(대학로 외),서울특별시 중구 명동길 26 (명동2가)
572,동국대학교,합계,302,7,6,146,20257,민간(대학로 외),서울특별시 중구 필동로1길 30 (필동3가)
575,아르코예술극장,소극장,110,35,35,192,10818,국립,서울특별시 종로구 대학로8길 7 (동숭동)
576,아르코예술극장,대극장,600,21,20,51,9101,국립,서울특별시 종로구 대학로8길 7 (동숭동)
577,아르코예술극장,스튜디오 다락,0,1,1,5,148,국립,서울특별시 종로구 대학로8길 7 (동숭동)
578,아르코예술극장,1층 로비,0,0,0,0,0,국립,서울특별시 종로구 대학로8길 7 (동숭동)
579,아르코예술극장,3층 테라스,0,0,0,0,0,국립,서울특별시 종로구 대학로8길 7 (동숭동)
580,아르코예술극장,합계,710,57,56,248,20067,국립,서울특별시 종로구 대학로8길 7 (동숭동)
594,양천문화회관,대극장,684,26,26,67,18884,공공(문예회관),서울특별시 양천구 목동서로 367 (신정동)
595,양천문화회관,해누리홀,406,0,0,0,0,공공(문예회관),서울특별시 양천구 목동서로 367 (신정동)
596,양천문화회관,해바라기홀,230,0,0,0,0,공공(문예회관),서울특별시 양천구 목동서로 367 (신정동)
597,양천문화회관,합계,1320,26,26,67,18884,공공(문예회관),서울특별시 양천구 목동서로 367 (신정동)
601,현대백화점 문화홀 [미아],합계,480,7,7,131,18805,민간(대학로 외),서울특별시 성북구 동소문로 315 (길음동)
603,학전,블루소극장,194,8,7,214,18593,민간(대학로),서울특별시 종로구 대학로12길 46 (동숭동)
604,학전,그린소극장(폐관),180,0,0,0,0,민간(대학로),서울특별시 종로구 대학로12길 46 (동숭동)
605,학전,합계,374,8,7,214,18593,민간(대학로),서울특별시 종로구 대학로12길 46 (동숭동)
617,한국방송회관 코바코홀 (구. 브로드홀),합계,290,13,12,270,18086,공공(기타),서울특별시 양천구 목동동로 233 (목동) 한국방송회관
618,현대백화점 문화홀 [천호],합계,400,7,7,149,18055,민간(대학로 외),서울특별시 강동구 천호대로 1005 (천호동)
619,세종대학교 대양홀,합계,2029,12,12,23,17966,민간(대학로 외),서울특별시 광진구 능동로 209 (군자동)
621,구로아트밸리,합계,579,45,45,67,17201,공공(문예회관),서울특별시 구로구 가마산로25길 9-24 (구로동)
627,국립정동극장 세실 (구.세실극장),합계,234,14,14,128,16878,국립,서울특별시 중구 세종대로19길 16 (정동)
639,국립극단 [용산],백성희장민호극장,182,5,5,89,11976,국립,서울특별시 용산구 청파로 373 (서계동)
640,국립극단 [용산],소극장판,100,8,8,73,3494,국립,서울특별시 용산구 청파로 373 (서계동)
641,국립극단 [용산],스튜디오 둘,50,3,3,6,283,국립,서울특별시 용산구 청파로 373 (서계동)
642,국립극단 [용산],등나무,0,2,2,4,189,국립,서울특별시 용산구 청파로 373 (서계동)
643,국립극단 [용산],블록블록 극장,0,2,2,4,188,국립,서울특별시 용산구 청파로 373 (서계동)
644,국립극단 [용산],작은숲속 극장,0,1,1,2,74,국립,서울특별시 용산구 청파로 373 (서계동)
645,국립극단 [용산],스튜디오하나,0,0,0,0,0,국립,서울특별시 용산구 청파로 373 (서계동)
646,국립극단 [용산],야외마당,0,0,0,0,0,국립,서울특별시 용산구 청파로 373 (서계동)
647,국립극단 [용산],합계,332,21,21,178,16204,국립,서울특별시 용산구 청파로 373 (서계동)
659,광야아트센터,합계,212,2,1,211,15827,민간(대학로 외),서울특별시 강남구 선릉로 806 (청담동)
669,금나래아트홀,합계,552,33,33,78,15307,공공(문예회관),서울특별시 금천구 시흥대로73길 70 (시흥동)
670,CJ아지트 대학로 (구. SM아트홀),합계,190,5,5,146,15289,민간(대학로),서울특별시 종로구 대학로12길 69 (동숭동)
671,성수아트홀(성수문화복지회관),합계,350,21,21,112,15282,공공(문예회관),서울특별시 성동구 뚝섬로1길 43 (성수동1가)
676,하마씨어터(구. 가든씨어터),합계,190,4,2,508,14935,민간(대학로),서울특별시 종로구 대학로10길 15 - 11
678,한성아트홀(구. 인켈아트홀),1관,245,12,11,183,10921,민간(대학로),서울특별시 종로구 창경궁로 254 (명륜2가)
679,한성아트홀(구. 인켈아트홀),2관,155,16,16,186,3839,민간(대학로),서울특별시 종로구 창경궁로 254 (명륜2가)
680,한성아트홀(구. 인켈아트홀),합계,400,28,27,369,14760,민간(대학로),서울특별시 종로구 창경궁로 254 (명륜2가)
684,잠실학생체육관,합계,5400,3,3,7,14729,공공(기타),서울특별시 송파구 올림픽로 25 (잠실동)
685,KT&G 상상마당 라이브홀 [마포],합계,185,86,86,100,14047,민간(대학로 외),서울특별시 마포구 어울마당로 65 (서교동)
689,아티스탄홀,합계,300,4,1,501,13834,민간(대학로),서울특별시 종로구 대학로 132 (동숭동)
690,entry55,합계,88,5,5,437,13777,민간(대학로 외),서울특별시 동작구 동작대로1길 18(사당동)
692,금호아트홀 연세,합계,390,396,396,401,13679,민간(대학로 외),서울특별시 서대문구 연세로 50 (신촌동) 연세대학교 백양누리 B1 금호아트홀 연세
696,후암씨어터(콘텐츠룸),합계,209,6,6,177,13599,민간(대학로),서울특별시 종로구 대학로11길 23 (명륜4가)
705,씨어터조이 (구. 마당세실극장),합계,80,17,16,340,12903,민간(대학로),서울특별시 종로구 이화장길 78 (동숭동)
721,롯데백화점 [영등포],합계,374,10,10,122,12358,민간(대학로 외),서울특별시 영등포구 경인로 846 (영등포동 618-496)
734,달밤엔씨어터,합계,111,5,1,549,12138,민간(대학로),서울특별시 종로구 대학로14길 18-2 (혜화동)
735,서대문문화체육회관,대극장,589,20,20,67,11957,공공(문예회관),서울특별시 서대문구 백련사길 39 (홍은동)
736,서대문문화체육회관,소극장,150,0,0,0,0,공공(문예회관),서울특별시 서대문구 백련사길 39 (홍은동)
737,서대문문화체육회관,합계,739,20,20,67,11957,공공(문예회관),서울특별시 서대문구 백련사길 39 (홍은동)
739,대원 팝콘D 스퀘어,합계,196,26,24,221,11917,민간(대학로 외),서울특별시 용산구 한강대로23길 55 (한강로3가)
746,광운대학교 동해문화예술관,대극장,2029,7,7,11,11594,민간(대학로 외),서울특별시 노원구 광운로 20(월계동)
747,광운대학교 동해문화예술관,소극장,403,1,1,2,104,민간(대학로 외),서울특별시 노원구 광운로 20(월계동)
748,광운대학교 동해문화예술관,합계,2432,8,8,13,11698,민간(대학로 외),서울특별시 노원구 광운로 20(월계동)
752,반포심산아트홀,합계,405,48,48,60,11553,공공(기타),서울특별시 서초구 사평대로 55 (반포동) 
755,대학로 스카이씨어터,대학로 스카이씨어터 2관(5층 구 JK아트홀),140,6,6,251,6452,민간(대학로),서울특별시 종로구 대학로8가길 52 (동숭동)
756,대학로 스카이씨어터,대학로 스카이씨어터 1관,160,1,0,144,4643,민간(대학로),서울특별시 종로구 대학로8가길 52 (동숭동)
757,대학로 스카이씨어터,합계,300,7,6,395,11095,민간(대학로),서울특별시 종로구 대학로8가길 52 (동숭동)
758,스튜디오 블루,합계,0,9,8,281,11089,민간(대학로),서울특별시 종로구 대학로8가길 80(동숭동)
759,서울문화재단 대학로극장 쿼드(예술청),서울문화재단 대학로극장 쿼드(예술청),372,30,30,136,10929,공공(문예회관),서울특별시 종로구 동숭길 122(동숭동)
760,서울문화재단 대학로극장 쿼드(예술청),프로젝트룸(5층),50,1,1,4,10,공공(문예회관),서울특별시 종로구 동숭길 122(동숭동)
761,서울문화재단 대학로극장 쿼드(예술청),합계,422,31,31,140,10939,공공(문예회관),서울특별시 종로구 동숭길 122(동숭동)
763,로운아뜨리움(로운아트홀),로운아트홀,619,5,5,32,10699,민간(대학로 외),서울특별시 양천구 목동서로 225 (목동)
764,로운아뜨리움(로운아트홀),로운갤러리,162,0,0,0,0,민간(대학로 외),서울특별시 양천구 목동서로 225 (목동)
765,로운아뜨리움(로운아트홀),아뜨리움홀,200,0,0,0,0,민간(대학로 외),서울특별시 양천구 목동서로 225 (목동)
766,로운아뜨리움(로운아트홀),합계,981,5,5,32,10699,민간(대학로 외),서울특별시 양천구 목동서로 225 (목동)
767,서강대 메리홀,대극장,428,24,24,53,8881,민간(대학로 외),서울특별시 마포구 백범로 35 서강대학교
768,서강대 메리홀,소극장,100,8,8,42,1809,민간(대학로 외),서울특별시 마포구 백범로 35 서강대학교
769,서강대 메리홀,합계,528,32,32,95,10690,민간(대학로 외),서울특별시 마포구 백범로 35 서강대학교
779,초록씨어터,합계,160,2,1,393,10578,민간(대학로),서울특별시 종로구 대학로 128(동숭동)
784,구름아래소극장,합계,200,64,64,86,10264,민간(대학로 외),서울특별시 마포구 와우산로29가길 15 (서교동)
796,송파브이아트홀,합계,101,3,1,472,9988,민간(대학로 외),서울특별시 송파구 오금로 513 (거여동)
812,우란2경,우란2경,120,4,4,89,9684,민간(대학로 외),서울특별시 성동구 연무장7길 11 (성수동2가)
813,우란2경,리허설룸,0,0,0,0,0,민간(대학로 외),서울특별시 성동구 연무장7길 11 (성수동2가)
814,우란2경,합계,120,4,4,89,9684,민간(대학로 외),서울특별시 성동구 연무장7길 11 (성수동2가)
815,성북미디어문화마루 꿈빛극장,합계,320,46,46,106,9614,민간(대학로 외),서울특별시 성북구 길음로7길 20 (길음동)
817,업스테이지(UP Stage),합계,153,3,1,576,9508,민간(대학로),서울특별시 종로구 동숭길 41 (동숭동) 
822,마루아트홀,합계,118,1,0,363,9293,민간(대학로),서울특별시 종로구 대학로8가길 30 (동숭동)
838,영산아트홀,합계,598,214,214,224,8897,민간(대학로 외),서울특별시 영등포구 여의공원로 101 (여의도동)
840,한국콘텐츠진흥원 CKL스테이지,합계,190,14,14,127,8747,국립,서울특별시 중구 청계천로 40
841,벨로주 [홍대] (구. 왓에버),합계,123,90,90,116,8664,민간(대학로 외),서울특별시 마포구 잔다리로 46 (서교동)
843,도봉구민회관,대강당(하모니홀),552,18,18,65,8448,공공(문예회관),서울특별시 도봉구 도봉로 552 (창동)
844,도봉구민회관,소공연장,190,0,0,0,0,공공(문예회관),서울특별시 도봉구 도봉로 552 (창동)
845,도봉구민회관,합계,742,18,18,65,8448,공공(문예회관),서울특별시 도봉구 도봉로 552 (창동)
846,"아루또소극장(구. 소담소극장, 구. 코메디컬센터)",합계,97,1,0,452,8337,민간(대학로),서울특별시 종로구 대학로8가길 48 (동숭동)
847,우리소극장 [대학로],합계,0,8,5,396,8246,민간(대학로),서울특별시 종로구 이화장길 86-11(동숭동)
853,서울돈화문국악당,합계,140,91,91,113,8094,공공(기타),서울특별시 종로구 율곡로 102 - 0
873,노원어린이극장(구.노원어울림극장),합계,282,14,14,75,7719,공공(기타),서울특별시 노원구 노해로 502 (상계동)
875,웨스트브릿지 라이브홀,합계,150,59,59,74,7683,민간(대학로 외),서울특별시 마포구 와우산로25길 6 (서교동)
879,노원문화예술회관,대공연장,608,17,17,19,6581,공공(문예회관),서울특별시 노원구 중계로 181 (중계동)
880,노원문화예술회관,소공연장,292,5,5,5,1028,공공(문예회관),서울특별시 노원구 중계로 181 (중계동)
881,노원문화예술회관,합계,900,22,22,24,7609,공공(문예회관),서울특별시 노원구 중계로 181 (중계동)
882,지즐소극장,합계,84,1,0,464,7562,민간(대학로),서울특별시 종로구 성균관로4길 42 (명륜2가)
891,연세대학교 대강당,합계,1641,2,2,5,7442,민간(대학로 외),서울특별시 서대문구 연세로 50 (신촌동)
896,현대카드 언더스테이지,스튜디오,350,28,28,36,5851,민간(대학로 외),서울특별시 용산구 이태원로 246 (한남동) 
897,현대카드 언더스테이지,Vinyl ＆ Plastic(뮤직라이브러리),25,6,6,8,1498,민간(대학로 외),서울특별시 용산구 이태원로 246 (한남동) 
898,현대카드 언더스테이지,합계,375,34,34,44,7349,민간(대학로 외),서울특별시 용산구 이태원로 246 (한남동) 
906,미마지아트센터,눈빛극장,282,6,6,77,4170,민간(대학로),서울특별시 종로구 혜화로 17 (명륜1가)
907,미마지아트센터,풀빛극장(오아시스극장),0,2,1,261,1950,민간(대학로),서울특별시 종로구 혜화로 17 (명륜1가)
908,미마지아트센터,물빛극장,0,19,18,148,973,민간(대학로),서울특별시 종로구 혜화로 17 (명륜1가)
909,미마지아트센터,합계,282,27,25,486,7093,민간(대학로),서울특별시 종로구 혜화로 17 (명륜1가)
910,관악아트홀(구. 관악문화관),합계,698,12,12,26,7046,공공(문예회관),서울특별시 관악구 신림로3길 35 (신림동)
914,성신여자대학교 운정그린캠퍼스 대강당,합계,738,10,9,17,6989,민간(대학로 외),서울특별시 강북구 도봉로76가길 55 (미아동)
931,북아현아트홀,합계,206,7,7,85,6655,공공(기타),서울특별시 서대문구 북아현로 51(북아현동)
935,이화여고 100주년 기념관,합계,433,2,2,36,6555,민간(대학로 외),서울특별시 중구 정동길 26 (정동)
936,레미어린이극장 [금천],합계,194,12,11,225,6541,민간(대학로 외),서울특별시 금천구 두산로 71 (독산동)
937,한양레퍼토리씨어터,합계,0,12,11,157,6522,민간(대학로),서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 지하1층
942,더 줌 아트센터,합계,128,6,6,67,6359,민간(대학로 외),서울특별시 용산구 독서당로 111 (한남동)
950,구로구민회관,합계,531,13,13,37,6349,공공(문예회관),서울특별시 구로구 가마산로25길 21 (구로동)
951,맛있는 극장,합계,90,1,0,529,6331,민간(대학로),서울특별시 종로구 혜화로 4 (혜화동)
972,해바라기소극장(구. 훈아트홀),합계,61,1,0,478,6042,민간(대학로),서울특별시 종로구 동숭길 76 (동숭동)
983,SH아트홀,합계,262,4,4,216,5908,민간(대학로),서울특별시 종로구 동숭길 25 (동숭동)
986,씨어터 쿰,합계,111,27,26,241,5868,민간(대학로),서울특별시 종로구 창경궁로 253-7 (명륜2가)
995,은평문화예술회관,공연장,701,17,17,44,5806,공공(문예회관),서울특별시 은평구 녹번로 16 (녹번동)
996,은평문화예술회관,숲속극장,350,1,1,2,3,공공(문예회관),서울특별시 은평구 녹번로 16 (녹번동)
997,은평문화예술회관,합계,1051,18,18,46,5809,공공(문예회관),서울특별시 은평구 녹번로 16 (녹번동)
999,소극장 선물,합계,0,1,1,62,5743,민간(대학로),서울특별시 종로구 동숭길 145 (동숭동)
1000,제이엘 씨어터,합계,130,2,2,173,5716,민간(대학로 외),서울특별시 마포구 어울마당로 94-8(서교동)
1001,노원구민의전당(구. 노원구민회관),합계,679,17,17,50,5657,공공(기타),서울특별시 노원구 동일로 1229 (중계동)
1002,더 씨어터,합계,96,6,6,99,5653,민간(대학로),서울특별시 종로구 대학로3길 10 (효제동) 고운빌딩
1006,CJ아지트 광흥창,합계,250,63,63,73,5558,민간(대학로 외),서울특별시 마포구 창전로 14 (신정동) CJ아지트
1007,예림당아트홀,합계,468,6,5,54,5543,민간(대학로 외),서울특별시 강남구 언주로 337 (역삼동)
1012,공간아울,합계,172,32,31,279,5500,민간(대학로),서울특별시 종로구 대학로 120 (동숭동)
1013,지인시어터(구. 알과핵소극장),합계,176,12,12,164,5486,민간(대학로),서울특별시 종로구 동숭길 25 (동숭동)
1024,굿씨어터,합계,369,9,9,25,5367,민간(대학로),서울특별시 종로구 대학로 144 (혜화동)
1026,사랑의교회,합계,0,1,1,2,5314,기타(비공연장),서울특별시 서초구 반포대로 121(서초동)
1029,영등포아트홀,합계,526,13,13,30,5206,공공(문예회관),서울특별시 영등포구 국회대로 596 (당산동3가)
1030,민송아트홀 (구. 브로드웨이아트홀),1관,272,29,28,94,3722,민간(대학로),서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 6층
1031,민송아트홀 (구. 브로드웨이아트홀),2관,194,14,14,84,1483,민간(대학로),서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 6층
1032,민송아트홀 (구. 브로드웨이아트홀),합계,466,43,42,178,5205,민간(대학로),서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 6층
1040,흰물결아트센터,화이트홀,475,6,6,22,5127,민간(대학로 외),서울특별시 서초구 반포대로 150 (서초동)
1041,흰물결아트센터,아트홀,200,0,0,0,0,민간(대학로 외),서울특별시 서초구 반포대로 150 (서초동)
1042,흰물결아트센터,예술극장,300,0,0,0,0,민간(대학로 외),서울특별시 서초구 반포대로 150 (서초동)
1043,흰물결아트센터,합계,975,6,6,22,5127,민간(대학로 외),서울특별시 서초구 반포대로 150 (서초동)
1044,JCC 아트센터,콘서트홀,175,61,61,71,5104,민간(대학로),서울특별시 종로구 창경궁로35길 29 (혜화동) JCC 아트센터
1045,JCC 아트센터,4전시장,0,0,0,0,0,민간(대학로),서울특별시 종로구 창경궁로35길 29 (혜화동) JCC 아트센터
1046,JCC 아트센터,오디토리움,0,0,0,0,0,민간(대학로),서울특별시 종로구 창경궁로35길 29 (혜화동) JCC 아트센터
1047,JCC 아트센터,크리에이티브 스튜디오,0,0,0,0,0,민간(대학로),서울특별시 종로구 창경궁로35길 29 (혜화동) JCC 아트센터
1048,JCC 아트센터,합계,175,61,61,71,5104,민간(대학로),서울특별시 종로구 창경궁로35길 29 (혜화동) JCC 아트센터
1049,소극장 창덕궁,합계,80,13,11,168,5092,민간(대학로 외),서울특별시 종로구 창경궁로 227(명륜4가)
1050,건국대학교 새천년관,합계,805,12,12,15,5060,민간(대학로 외),서울특별시 광진구 능동로 120 (화양동) 건국대학교
1053,강동구민회관,합계,608,8,8,23,4937,공공(기타),서울특별시 강동구 상암로 168 (천호동) 강동구민회관
1059,SPACE BRICK (스페이스브릭),합계,0,64,64,70,4856,민간(대학로 외),서울특별시 마포구 잔다리로 31(서교동)
1060,오류아트홀,합계,365,12,12,26,4847,공공(기타),서울특별시 구로구 경인로20가길 38 (오류동)
1061,북촌나래홀,합계,160,3,0,303,4826,민간(대학로 외),서울특별시 종로구 창덕궁길 29 - 38
1064,산울림소극장,합계,100,19,18,169,4774,민간(대학로 외),서울특별시 마포구 와우산로 157 (서교동)
1070,드림시어터 [대학로],합계,125,27,26,216,4662,민간(대학로),서울특별시 종로구 대학로10길 15 - 11
1078,아트하우스,합계,207,4,4,213,4581,민간(대학로),서울특별시 종로구 대학로10길 26(동숭동)
1097,선돌극장,합계,130,33,33,221,4182,민간(대학로),서울특별시 종로구 혜화로5길 5 (명륜1가)
1098,갈산문화예술센터,아이누리홀,200,7,7,50,4082,공공(문예회관),서울특별시 양천구 목동남로 106(신정동)
