분류명,공간명(한글),공간명(영어),개관년도,지역,우편번호,주소,Latitude,Longitude
전시시설,[의외의 조합]_청년예술공간지원사업 선정공간,combination,2016,중구   ,4603,서울시 중구 동호로17길 121 (신당동),37.5538047,127.0046332
전시시설,[17717]_청년예술공간지원사업 선정공간,17717,2014,성북구  ,2835,서울시 성북구 성북로8길 11 (성북동),37.59114,127.0043909
전시시설,[space55]_청년예술공간지원사업 선정공간,space55,2017,은평구  ,3452,서울시 은평구 증산로19길 9-3 (신사동),37.6018301,126.9100382
공연장,[게토얼라이브]_청년예술공간지원사업 선정공간,ghettoalive,2016,성동구  ,4778,"서울시 성동구 왕십리로 104 (성수동1가, 영화빌딩)",37.5402894,127.0557127
전시시설,[대안예술공간이포]_청년예술공간지원사업 선정공간,deaan,2008,영등포구 ,7299,서울시 영등포구 도림로126길 9 (문래동3가),37.5159087,126.9013379
전시시설,[더레퍼런스]_청년예술공간지원사업 선정공간,the,2018,종로구  ,3042,서울시 종로구 자하문로24길 44 (효자동),37.5822977,126.9718062
전시시설,[디비판화작업실]_청년예술공간지원사업 선정공간 ,divi,2017,마포구  ,4039,서울시 마포구 홍익로5길 59 (서교동),37.5527389,126.9196935
전시시설,[레벨나인]_청년예술공간지원사업 선정공간,LEVEL,2017,마포구  ,4002,서울시 마포구 서교동 459-4,37.5553626,126.9160315
전시시설,[레인보우큐브]_청년예술공간지원사업 선정공간,rainbow,2015,마포구  ,4085,서울시 마포구 토정로2길 6-19 (합정동),37.5448395,126.9129124
공연장,[벨로주]_청년예술공간지원사업 선정공간,BELLOJU,2015,마포구  ,4038,"서울시 마포구 잔다리로 46 (서교동, 서교동 스튜디오)",37.5524282,126.9188166
공연장,[보폴(VOFOL)]_청년예술공간지원사업 선정공간,vofol,2017,광진구  ,5007,서울시 광진구 동일로 170 (화양동),37.5472346,127.0671081
전시시설,[산수문화]_청년예술공간지원사업 선정공간,SANSO,2016,관악구  ,8763,"서울시 관악구 조원로 154 (신림동, 대성빌딩)",37.4856437,126.9193143
전시시설,[상업화랑]_청년예술공간지원사업 선정공간,snagup,2017,중구   ,4544,서울시 중구 을지로 143 (을지로3가),37.5666263,126.9930285
전시시설,[소쇼]_청년예술공간지원사업 선정공간,SO,2017,종로구  ,3056,서울시 종로구 북촌로6길 32-4 (계동),37.582568,126.9878454
전시시설,[스튜디오엔케이앤킵인터치]_청년예술공간지원사업 선정공간,studio,2017,종로구  ,3060,서울시 종로구 북촌로1길 13 (안국동),37.5773241,126.9849474
전시시설,[스페이스공공연희x카페보스토크]_청년예술공간지원사업 선정공간,musosoc,2013,서대문구 ,3698,서울시 서대문구 연희로25길 98 (연희동),37.5695365,126.9318315
전시시설,[아노브]_청년예술공간지원사업 선정공간,anove,2017,용산구  ,4409,서울시 용산구 대사관로34길 40 (한남동),37.531414,127.0055987
문예회관,[아츠스테이] 문래 1호점 입주자 모집합니다~! (지금 바로 R룸 예약 가능!),artxstay,2019,영등포구 ,7299,서울시 영등포구 문래동3가 54-44,37.5137785,126.8971145
전시시설,[아터테인]_청년예술공간지원사업 선정공간,artertain,2014,서대문구 ,3695,서울시 서대문구 홍연길 63-4 (연희동),37.5764632,126.9301553
전시시설,[아트랩반]_청년예술공간지원사업 선정공간,art,2016,마포구  ,4059,서울시 마포구 와우산로 114 (창전동),37.5502554,126.9300858
전시시설,[아티스트런스페이스쇼앤텔]_청년예술공간지원사업 선정공간,artistrunspaceshowandtell,2017,영등포구 ,7206,서울시 영등포구 양평로18길 8 (양평동4가),37.5343456,126.8950679
공연장,[연희예술극장]_청년예술공간지원사업 선정공간,ARTSPACE,2017,서대문구 ,3708,서울시 서대문구 연희맛로 2-3 (연희동),37.5656249,126.928594
전시시설,[인스턴트루프]_청년예술공간지원사업 선정공간,INSTANT,2014,종로구  ,3061,서울시 종로구 윤보선길 19-6 (안국동),37.577059,126.9837434
전시시설,[재미공작소]_청년예술공간지원사업 선정공간,FUN,2011,영등포구 ,7299,서울시 영등포구 도림로 428-1 (문래동3가),37.5172698,126.8957152
전시시설,[탈영역우정국]_청년예술공간지원사업 선정공간,TALYOUN,2015,마포구  ,4078,서울시 마포구 독막로20길 42-1 (창전동),37.5486474,126.9287066
전시시설,[포럭]_청년예술공간지원사업 선정공간,po,2016,강동구  ,5390,서울시 강동구 풍성로 161 (성내동),37.5308124,127.1300059
공연장,[플레이스비브]_청년예술공간지원사업 선정공간,PLAYSBIBE,2017,성동구  ,4795,서울시 성동구 아차산로7나길 14 (성수동2가),37.5479258,127.0569359
공연장,1m클래식 아트홀,1m Classic Art Hall,2007,종로구  ,       ,서울시 종로구 동숭동 1-45 자유빌딩 4층,37.5827608,127.0036164
도서관,4.19혁명 기념도서관,,    ,종로구  ,110-102,서울시 종로구 새문안로 17,37.5674948,126.9676947
미술관,63스카이아트미술관,,    ,영등포구 ,150-763,서울시 영등포구 63로 50,37.5198332,126.9400724
공연장,A 아트홀 (구. 신연아트홀),A Art Hall,2005,종로구  ,       ,서울시 종로구 동숭동 1-37 신연아트홀,37.583226,127.0024241
공연장,AN아트홀 대학로 (구 질러홀),ANarthall,2004,종로구  ,       ,서울시 종로구 동숭동 1-74 B1,37.5824918,127.0035427
공연장,BREAK OUT 전용관,Break Out Theater,    ,종로구  ,       ,서울시 종로구 관철동 33-1 시네코아빌딩 9층,37.5689572,126.98815
공연장,CGV팝아트홀,,2009,영등포구 ,       ,서울시 영등포구 영등포 4가 441-10번지 경방 타임스퀘어 CGV 7층 CGV 팝아트홀,37.5180156,126.9053509
공연장,CTS아트홀,ctsarthall,2005,동작구  ,       ,서울시 동작구 노량진동 27-2 B2층,37.5129482,126.9370009
공연연습실(대학로),CTS아트홀,,    ,동작구  ,156-052,서울시 동작구 노량진로 100,37.5129482,126.9370009
공연장,DCF대명문화공장,daemyungculturefactory,2014,종로구  ,110-809,서울시 종로구  대학로12길 21,37.5827604,127.00327
전시시설,Gallery 2,,    ,강남구  ,135-955,서울시 강남구 압구정로 461,37.5252829,127.0472385
전시시설,huegallery,,    ,성북구  ,136-854,서울시 성북구 정릉로8가길 77,37.6067805,126.995254
공연장,IBK점프전용관,IBK Jump Theater,    ,종로구  ,       ,서울시 종로구 관철동 33-1 시네코아빌딩 9층,37.5689572,126.98815
공연장,IM스테이지,IM Stage,2003,종로구  ,       ,서울시 종로구 명륜4가 113-1 스타시티 빌딩,37.582024,127.000347
공연장,JCC아트센터,JCC ART CENTER,2014,종로구  ,3076,"서울시 종로구 창경궁로35길 29 (혜화동, JEIARTCENTER)",37.5871853,127.0019026
공연장,jk아트홀(구.샘아트홀),JK ArtHall,2010,종로구  ,       ,서울시 종로구 동숭동 1-48 5층,37.5830042,127.0026459
공연연습실(대학로),KBS홀,,    ,영등포구 ,150-914,서울시 영등포구 여의공원로 13,37.5253618,126.916382
공연장,KS 청담아트홀,Chungdam Art Hall,    ,강남구  ,       ,서울시 강남구 청담동 86번지 I&H 빌딩 3층,37.5238189,127.0396036
공연장,KT&G상상아트홀,KT&G Sangsang Art Hall,2006,강남구  ,       ,서울시 강남구 대치동 1002 코스모타워3층,37.5066085,127.0653699
공연장,KT&G상상아트홀,KT&G SANGSANG ARTHALL,2006,강남구  ,       ,서울시 강남구 대치동 1002번지 코스모타워 3층,37.5066085,127.0653699
공연연습실(대학로),KT&G상상아트홀,,    ,강남구  ,135-549,서울시 강남구 영동대로 416,37.5066085,127.0653699
공연장,LG아트센터,LG Arts Center,2000,강남구  ,       ,서울시 강남구 역삼동 679,37.5020938,127.0367984
공연연습실(대학로),LG아트센터,,    ,강남구  ,135-985,서울시 강남구 논현로 508,37.5020938,127.0367984
공연장,LIG아트홀,LIG art Hall,    ,강남구  ,       ,서울시 강남구 역삼동 649-11 LIG타워 지하2층,37.4991928,127.0302652
공연연습실(대학로),LIG아트홀,,    ,강남구  ,135-550,서울시 강남구 테헤란로 117,37.4991928,127.0302652
공연연습실(대학로),M극장,,    ,강남구  ,135-960,서울시 강남구 논현로4길 36,37.4736878,127.0529479
공연장,NH아트홀,NHARTHALL,2011,중구   ,       ,서울시 중구 충정로1가 85 NH아트홀,37.5658572,126.9675449
미술관,oci미술관,,    ,종로구  ,110-140,서울시 종로구 우정국로 45-14,37.5731912,126.9821081
공연연습실(대학로),OTM 청담아트홀,,    ,강남구  ,135-954,서울시 강남구 선릉로 806,37.5238647,127.0396187
공연연습실(대학로),PMC대학로 자유극장,,    ,종로구  ,110-809,서울시 종로구 대학로12길 31,37.5827608,127.0036164
공연장,SCAU 대학로 극장(서울문화예술대학교 대학로극장),seoul culture arts university theatre,2010,종로구  ,       ,서울시 종로구 동숭동 1-149 유니굽 빌딩 지하,37.5803593,127.0042622
공연장,SH홀,SH hall,1988,종로구  ,       ,서울시 종로구 동숭동 1-131 B1(마로니에유리빌딩지하1층)110-510,37.5799187,127.0035083
공연장,SM 틴틴홀,SM Tin Tin Hall,2005,종로구  ,       ,서울시 종로구 동숭동 1-74 지하1층,37.5824918,127.0035427
공연장,SM스타홀,SM Star Hall - D// Hall,2007,종로구  ,       ,서울시 종로구 동숭동 1-96,37.5816056,127.0037221
공연장,SM아트홀,SM Art Hall,2008,종로구  ,       ,"서울시 종로구 동숭동 1-92번지 지하1,2층 (110-510)",37.5810306,127.00396
전시시설,UM갤러리,,    ,강남구  ,135-889,서울시 강남구 압구정로12길 25,37.5265851,127.0373028
전시시설,가나아트갤러리/센터,,    ,종로구  ,110-846,서울시 종로구 평창30길 28,37.6122118,126.9751774
공연연습실(대학로),가나의 집 열림홀,,    ,종로구  ,110-470,서울시 종로구 김상옥로 37,37.5735733,127.0016052
공연연습실(대학로),가든스테이지,,    ,송파구  ,138-721,서울시 송파구 올림픽로 240,37.5112862,127.0979392
공연장,가든씨어터,,    ,종로구  ,       ,서울시 종로구 동숭동 1-63,37.5822895,127.0027902
복지관,가락종합사회복지관,,    ,송파구  ,138-883,서울시 송파구 양재대로 897,37.4957129,127.1072723
전시시설,가람화랑,,    ,종로구  ,110-300,서울시 종로구 인사동10길 11,37.5742789,126.9856158
공연연습실(대학로),가변극장 키작은 소나무,,    ,종로구  ,110-530,서울시 종로구 창경궁로 303,37.5875961,127.0032172
공연연습실(대학로),가변무대,,    ,성북구  ,136-043,서울시 성북구 삼선교로18길 6,37.5885667,127.0122643
복지관,가산종합사회복지관,,    ,금천구  ,153-801,서울시 금천구 가산로 129,37.4768685,126.891752
공연장,가야극장,,    ,서대문구 ,       ,서울시 서대문구 충정로3가 58-1 구세군빌딩 1층,37.5602579,126.963028
복지관,가양4 종합사회복지관,,    ,강서구  ,157-744,서울시 강서구 양천로 57길 37,37.5650302,126.8518981
복지관,가양5 종합사회복지관,,    ,강서구  ,157-745,서울시 강서구 양천로57길 36,37.5635526,126.8545999
복지관,가양7 종합사회복지관,,    ,강서구  ,157-747,서울시 강서구 허준로 209,37.5619848,126.8616924
전시시설,가인갤러리,,    ,종로구  ,110-848,서울시 종로구 평창20길 51,37.6111066,126.9700126
전시시설,가진화랑,,    ,종로구  ,110-033,서울시 종로구 자하문로 74,37.5825139,126.9708972
공연장,가톨릭청년회관 다리 CY씨어터,cycdari CY Theater,2010,마포구  ,       ,서울시 마포구 동교동 158-2,37.5572275,126.9230503
박물관,가회민화박물관,,    ,종로구  ,110-260,서울시 종로구 북촌로 12길 17,37.5821333,126.9856648
복지관,갈월종합사회복지관,,    ,용산구  ,140-804,서울시 용산구 두텁바위로 25,37.5457838,126.9748238
공연연습실(대학로),감리교신학대학교100주년기념관,,    ,서대문구 ,120-701,서울시 서대문구 독립문로 56,37.5674278,126.9623303
전시시설,감성예술교육센터,,    ,관악구  ,151-817,서울시 관악구 낙성대역16길 13,37.4734529,126.9647926
도서관,강남 역삼 푸른솔도서관,,    ,강남구  ,135-935,서울시 강남구 테헤란로 8길 36,37.4964913,127.031845
공연장,강남구민회관,Gangnam-gu Hall,1996,강남구  ,       ,서울시 강남구 대치2동 509-2,37.4938496,127.06415
공연연습실(대학로),강남구민회관강당,,    ,강남구  ,135-837,서울시 강남구 삼성로 154,37.4938496,127.06415
도서관,강남도서관,,    ,강남구  ,135-867,서울시 강남구 선릉로 116길 45,37.5141798,127.0468995
지방문화원,강남문화원,,    ,강남구  ,135-935,서울시 강남구 테헤란로 8길 36,37.4964913,127.031845
공연장,강남아트홀,GangNam Art Hall,2010,서초구  ,       ,서울시 서초구 서초동 1307 성우빌리지 B1,37.5000957,127.024886
복지관,강남종합사회복지관,,    ,강남구  ,135-939,서울시 강남구 개포로 109길 5,37.4941844,127.0752156
청소년수련관,강남청소년수련관,,    ,강남구  ,135-953,서울시 강남구 영동대로 131길 26,37.520323,127.0532565
도서관,강동구립 강일도서관,,    ,강동구  ,134-100,서울시 강동구 아리수로 93길 9-14,37.5650525,127.1739113
도서관,강동구립 성내도서관,,    ,강동구  ,134-843,서울시 강동구 성안로 106-1,37.5328621,127.1333521
도서관,강동구립 암사도서관,,    ,강동구  ,134-857,서울시 강동구 고덕로 20길 42,37.5528442,127.1333484
도서관,강동구립 해공도서관,,    ,강동구  ,134-868,서울시 강동구 올림픽로 702,37.5443789,127.1264173
공연연습실(대학로),강동구민회관,,    ,강동구  ,134-861,서울시 강동구 상암로 168,37.5457033,127.141156
도서관,강동도서관,,    ,강동구  ,134-010,서울시 강동구 양재대로 116길 57,37.5382633,127.1444728
지방문화원,강동문화원,,    ,강동구  ,134-861,서울시 강동구 상암로 168,37.5457033,127.141156
공연연습실(대학로),강동아트센터,,    ,강동구  ,134-839,서울시 강동구 동남로 870,37.5510531,127.1575617
공연연습실(대학로),강동어린이회관아이누리홀,,    ,강동구  ,134-851,서울시 강동구 성내로 6길 16,37.5291753,127.1224527
복지관,강동종합사회복지관,,    ,강동구  ,134-871,서울시 강동구 진황도로23길 7,37.5399286,127.1301451
청소년수련관,강동청소년수련관,,    ,강동구  ,134-100,서울시 강동구 아리수로93길 47,37.5665307,127.1730846
청소년수련관,강동청소년회관,,    ,강동구  ,134-830,서울시 강동구 양재대로138길 41,37.5497603,127.1462441
청소년수련관,강북 I Will 센터,,    ,강북구  ,142-872,서울시 강북구 삼각산로 158,37.6418238,127.0216679
도서관,강북 청소년문화정보도서관,,    ,강북구  ,142-816,서울시 강북구 삼양로 54길 68,37.6230267,127.0216593
문예회관,강북문화예술회관,,    ,강북구  ,142-882,서울시 강북구 삼각산로 85,37.6407905,127.0134278
지방문화원,강북문화원,,    ,강북구  ,142-882,서울시 강북구 삼각산로 85,37.6407905,127.0134278
도서관,강북문화정보도서관,,    ,강북구  ,142-060,서울시 강북구 오현로 145,37.6252184,127.0362995
청소년수련관,강북청소년수련관,,    ,강북구  ,142-881,서울시 강북구 4.19로 74,37.6459079,127.0062577
도서관,강서 꿈꾸는 어린이도서관,,    ,강서구  ,157-864,서울시 강서구 공항대로 615,37.5473594,126.8733386
도서관,강서 우장산 숲속도서관,,    ,강서구  ,157-010,서울시 강서구 우현로 34,37.5482678,126.8418504
도서관,강서 푸른들 청소년도서관,,    ,강서구  ,157-918,서울시 강서구 강서로 45다길 71,37.5446703,126.8351964
공연연습실(대학로),강서구민회관,,    ,강서구  ,157-280,서울시 강서구 우장산로 66,37.5519333,126.8416092
도서관,강서길꽃 어린이도서관,,    ,강서구  ,157-857,서울시 강서구 금낭화로 24길 5,37.5787056,126.813676
도서관,강서도서관,,    ,강서구  ,157-716,서울시 강서구 등촌로 51나길 29,37.5478657,126.8600392
지방문화원,강서문화원,,    ,강서구  ,157-010,서울시 강서구 화곡로 215,37.5446998,126.8437226
청소년수련관,강서청소년회관,,    ,강서구  ,157-280,서울시 강서구 공항대로 42길 23-19,37.5549434,126.8445806
도서관,개봉도서관,,    ,구로구  ,152-811,서울시 구로구 개봉로16길 30-11,37.4894288,126.8584501
도서관,개봉어린이도서관,,    ,구로구  ,152-806,서울시 구로구 경인로 318-15,37.4967509,126.8559052
도서관,개울작은도서관,,    ,양천구  ,158-857,서울시 양천구 철쭉2길 31,37.5247402,126.8553909
도서관,개포도서관,,    ,강남구  ,135-802,서울시 강남구 선릉로 4길 30,37.4827901,127.0661436
전시시설,갤러리 41 (종로갤러리) ,,    ,종로구  ,110-190,서울시 종로구 삼청로 22-31,37.5778224,126.9805073
전시시설,갤러리 SP,,    ,강남구  ,135-888,서울시 강남구 압구정로4길 13-20,37.5223612,127.0216537
전시시설,갤러리 보는,gallerybonun,2013,마포구  ,121-883,서울시 마포구 합정동 1?358,37.5465382,126.9182743
전시시설,갤러리 서림,,    ,강남구  ,135-953,서울시 강남구 학동로 523,37.5200802,127.0559515
전시시설,갤러리 스클로,,    ,중구   ,100-826,서울시 중구 다산로16길 29,37.5562597,127.0134472
전시시설,갤러리 자인제노,,    ,종로구  ,110-034,서울시 종로구 자하문로10길 9-4,37.5796404,126.9721245
공연장,갤러리 쿠오리아,,2007,용산구  ,       ,"서울시 용산구 남영동 131-1 해태제과본사 1,2,3층",37.5406719,126.9736296
전시시설,갤러리LVS,,    ,강남구  ,135-120,서울시 강남구 도산대로 27길 33,37.5221059,127.0272866
전시시설,갤러리PICI ,,    ,강남구  ,135-955,서울시 강남구 도산대로87길 25,37.5263525,127.0501585
전시시설,갤러리가이아,,    ,종로구  ,110-300,서울시 종로구 인사동길 57-1,37.5750669,126.9834393
전시시설,갤러리고도,,    ,종로구  ,110-140,서울시 종로구 율곡로 24,37.5753832,126.9820215
전시시설,갤러리그림손,,    ,종로구  ,110-310,서울시 종로구 인사동10길 22,37.5742139,126.9861807
전시시설,갤러리나우,,    ,종로구  ,110-300,서울시 종로구 인사동길 39,37.5737965,126.984952
전시시설,갤러리담,,    ,종로구  ,110-240,서울시 종로구 윤보선길 72,37.5790799,126.9834439
전시시설,갤러리도올,,    ,종로구  ,110-220,서울시 종로구 삼청로 87,37.5832602,126.981676
전시시설,갤러리두가헌,,    ,종로구  ,110-190,서울시 종로구 삼청로 14,37.5772534,126.9798624
전시시설,갤러리뤼미에르,,    ,강남구  ,135-100,서울시 강남구 선릉로 158길 10,37.5254222,127.040837
미술관,갤러리마노,,    ,서초구  ,137-927,서울시 서초구 남부순환로323길 1,37.4811543,127.0135045
전시시설,갤러리미,,    ,강남구  ,135-955,서울시 강남구 압구정로 461,37.5252829,127.0472385
전시시설,갤러리반디트라소,,    ,종로구  ,110-848,서울시 종로구 평창30길 16,37.6111914,126.9750559
전시시설,갤러리베아르떼,,    ,종로구  ,110-340,서울시 종로구 삼일대로 32길 36,37.5751021,126.9891365
전시시설,갤러리상,,    ,종로구  ,110-220,서울시 종로구 삼청로7길 37,37.5837574,126.979731
전시시설,갤러리서미앤투스,,    ,강남구  ,135-517,서울시 강남구 압구정로 80길 19,37.5246484,127.045211
전시시설,갤러리선컨템포러리,,    ,종로구  ,110-200,서울시 종로구 삼청로 52,37.5805477,126.9803792
전시시설,갤러리세줄,,    ,종로구  ,110-848,서울시 종로구 평창30길 40,37.613436,126.9751154
전시시설,갤러리송아당,,    ,종로구  ,110-190,서울시 종로구 율곡로1길 41,37.5778284,126.9806442
전시시설,갤러리시몬,,    ,종로구  ,110-040,서울시 종로구 자하문로6길 20,37.5780759,126.9732512
전시시설,갤러리아미,,    ,강남구  ,135-100,서울시 강남구 압구정로 445,37.5265497,127.0461088
전시시설,갤러리아트링크,,    ,종로구  ,110-240,서울시 종로구 율곡로3길 66-17,37.5786928,126.9824673
전시시설,갤러리아트사이드,,    ,종로구  ,110-040,서울시 종로구 자하문로6길 15,37.5780837,126.9728828
전시시설,갤러리아트앤드림,,    ,강남구  ,135-889,서울시 강남구 도산대로13길 9,37.5210682,127.03414
전시시설,갤러리예맥,,    ,광진구  ,143-854,서울시 광진구 능동로 92,37.5387882,127.0711369
전시시설,갤러리우림,,    ,종로구  ,110-300,서울시 종로구 인사동10길 18,37.5742325,126.9859146
전시시설,갤러리원,,    ,강남구  ,135-956,서울시 강남구 압구정로71길 14,37.5275435,127.0459073
전시시설,갤러리유로,,    ,강남구  ,135-892,서울시 강남구 논현로 805,37.5206483,127.0275515
전시시설,갤러리인,,    ,종로구  ,110-220,서울시 종로구 청와대로 73,37.5817589,126.9804646
전시시설,갤러리인데코,,    ,강남구  ,135-894,서울시 강남구 압구정로36길 8,37.5279868,127.0312994
전시시설,갤러리잔다리,,    ,마포구  ,121-838,서울시 마포구 양화로16길 14-16,37.5527674,126.9200516
전시시설,갤러리정,,    ,종로구  ,110-070,서울시 종로구 경희궁2길 12,37.572847,126.9714322
전시시설,갤러리조선,,    ,종로구  ,110-200,서울시 종로구 북촌로5길 64,37.5799404,126.9814744
전시시설,갤러리진선,,    ,종로구  ,110-220,서울시 종로구 삼청로 61,37.5813375,126.9806076
전시시설,갤러리토포하우스,,    ,종로구  ,110-300,서울시 종로구 인사동11길 6,37.5740454,126.9843112
전시시설,갤러리포커스 서울점,,    ,강남구  ,135-732,서울시 강남구 테헤란로 521,37.5090474,127.060893
전시시설,갤러리현대,,    ,종로구  ,110-190,서울시 종로구 삼청로 8,37.5766382,126.9798457
공연연습실(대학로),건국대학교새천년대공연장 위니아트,,    ,광진구  ,143-701,서울시 광진구 능동로 120,37.5425408,127.0737253
공연장,게릴라극장,Guerrilla Theater,2006,종로구  ,       ,서울시 종로구 혜화동 15-29,37.5874508,127.0004532
공연연습실(대학로),게릴라극장,,    ,종로구  ,110-530,서울시 종로구 혜화로6길 9,37.5874508,127.0004532
박물관,겸재정선기념관,,    ,강서구  ,157-801,서울시 강서구 양천로47길 36,37.5722318,126.838712
공연연습실(대학로),경복궁 아트홀,,    ,종로구  ,110-033,서울시 종로구 자하문로 82,37.5833524,126.9706979
공연장,경복궁아트홀,gyeongbokgungarthall,2012,종로구  ,       ,서울시 종로구 효자동 70-1,37.5833524,126.9706979
공연연습실(대학로),경희대학교 평화의전당,,    ,동대문구 ,130-701,서울시 동대문구 경희대로26,37.5967122,127.0513948
공연연습실(대학로),고려대학교 인촌기념관,,    ,성북구  ,136-701,서울시 성북구 안암로 145,37.5887496,127.0323735
도서관,고척도서관,,    ,구로구  ,152-082,서울시 구로구 고척로 45길 31,37.5059325,126.8520068
공연장,공간아울,SPACE OWL,2010,종로구  ,       ,서울시 종로구 동숭동 1-27  지하1층,37.5818773,127.0022951
전시시설,공간지은,SPACEJIEUN,2022,송파구  ,5527,서울시 송파구 풍성로 22 (풍납동),37.53471,127.1148916
복지관,공릉종합사회복지관,,    ,노원구  ,139-241,서울시 노원구 동일로 1127,37.6302736,127.0694304
청소년수련관,공릉청소년문화정보센터,,    ,노원구  ,139-800,서울시 노원구 노원로 1-나길 10,37.6215868,127.0830663
박물관,공연예술박물관,,    ,중구   ,100-857,서울시 중구 장춘단로 59,37.5528698,127.0001308
박물관,관세박물관,,    ,강남구  ,135-702,서울시 강남구 언주로721,37.5181513,127.0340192
도서관,관악문화관 도서관,,    ,관악구  ,151-858,서울시 관악구 신림로3길 35,37.4675139,126.9448053
공연장,관악문화관도서관 ,Gwanak cultural center & library,2002,관악구  ,       ,서울시 관악구 문화길 17 (신림9동 209-1),37.4676642,126.9455466
지방문화원,관악문화원,,    ,관악구  ,151-858,서울시 관악구 신림로 3길 35,37.4675139,126.9448053
청소년수련관,관악청소년회관,,    ,관악구  ,151-895,서울시 관악구 신림로 23길 17,37.4702293,126.9352343
전시시설,관훈갤러리,,    ,종로구  ,110-300,서울시 종로구 인사동11길 11,37.5737615,126.9842743
공연연습실(대학로),광운대학교문화관대극장,,    ,노원구  ,139-701,서울시 노원구 광운로 20,37.6197029,127.0596708
복지관,광장종합사회복지관,,    ,광진구  ,143-814,서울시 광진구 아차산로 66길 8,37.5410448,127.0971341
공연연습실(대학로),광진문화예술회관 나루아트센터,,    ,광진구  ,143-854,서울시 광진구 능동로 76,37.5375194,127.0706501
지방문화원,광진문화원,,    ,광진구  ,143-832,서울시 광진구 광나루로56길 67,37.5365231,127.0964741
도서관,광진정보도서관,,    ,광진구  ,143-802,서울시 광진구 아차산로 78길 90,37.5510808,127.1106061
청소년수련관,광진청소년수련관,,    ,광진구  ,143-807,서울시 광진구 구천면로 2,37.5461887,127.1065122
공연연습실(대학로),광화문아트홀,,    ,종로구  ,110-054,서울시 종로구 인왕산로1길 21,37.5742758,126.9646707
공연연습실(대학로),괜찮은홀,,    ,영등포구 ,150-045,서울시 영등포구 양평로 47,37.5338954,126.9009717
공연연습실(대학로),구로구민회관대강당,,    ,구로구  ,152-050,서울시 구로구 가마산로25길 21,37.4969468,126.8895561
도서관,구로도서관,,    ,구로구  ,152-842,서울시 구로구 공원로 15,37.498502,126.8917141
지방문화원,구로문화원,,    ,구로구  ,152-722,서울시 구로구 경인로 393-7,37.4974558,126.8631271
공연장,구로아트밸리 예술극장,Guroartsvalley Theater,2007,구로구  ,       ,서울시 구로구 구로5동 101번지,37.5000414,126.8893134
공연연습실(대학로),구로아트밸리예술극장,,    ,구로구  ,152-842,서울시 구로구 가마산로 25길 9-24,37.4965581,126.8889641
복지관,구로종합사회복지관,,    ,구로구  ,152-849,서울시 구로구 디지털로31길 93,37.4868735,126.8907894
도서관,구로주민전용도서관,,    ,구로구  ,152-857,서울시 구로구 구로중앙로27나길 21,37.4968922,126.885956
청소년수련관,구로청소년수련관,,    ,구로구  ,152-870,서울시 구로구 구로동로 141,37.491301,126.8833119
도서관,구립 서초어린이도서관,,    ,서초구  ,137-859,서울시 서초구 효령로 77길 37,37.4905359,127.0283284
도서관,구립증산정보도서관,,    ,은평구  ,122-936,서울시 은평구 증산로 5길 6,37.5828055,126.907644
복지관,구세군강북종합사회복지관,,    ,강북구  ,142-824,서울시 강북구 인수봉로 20가길 24,37.6256862,127.0134095
박물관,국립고궁박물관,,    ,종로구  ,110-820,서울시 종로구 효자로 12,37.5770207,126.976631
