,시설명,공연장수,총객석수,공연장명,객석수,시설특성,개관연도,지역,Unnamed: 8,구,Latitude,Longitude
1378,에피소드 신촌 369,1,0,에피소드 신촌 369,0,기타(비공연장),0,서울,마포구,서울특별시 마포구 신촌로16길 29(노고산동),37.5541234,126.9347524
1379,엑스스페이스,1,50,엑스스페이스,50,민간(대학로 외),2016,서울,강남구,서울특별시 강남구 논현로117길 17 (논현동),37.5153925,127.0201916
1382,엔써뮤직,1,10,엔써뮤직,10,민간(대학로 외),2020,서울,마포구,서울특별시 마포구 독막로6길 5(합정동),37.5477008,126.9177041
1384,엔터 스튜디오,1,0,엔터 스튜디오,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 독막로8길 30(합정동),37.5466408,126.9176078
1385,엔터식스 메두사 아트홀,3,560,"1홀
2홀
3홀","260
180
120",민간(대학로 외),2014,서울,성동구,"서울특별시 성동구 왕십리로 241 (행당동, 서울숲 더샵)",37.5576248,127.0359917
1386,엔플러그,1,30,엔플러그,30,민간(대학로 외),0,서울,강남구,서울특별시 강남구 봉은사로55길 20 (삼성동),37.5119126,127.0443654
1387,엘리에나 호텔,1,0,컨벤션홀,0,기타(비공연장),0,서울,강남구,서울특별시 강남구 논현로 645(논현동),37.5109129,127.0309883
1388,엘리펀트스페이스,1,40,엘리펀트스페이스,40,민간(대학로 외),2018,서울,마포구,서울특별시 마포구 성미산로29길 30 (연남동),37.5653174,126.9221981
1393,엠스테이지(구.인사아트홀),1,176,엠스테이지(구.인사아트홀),176,민간(대학로 외),2017,서울,종로구,서울특별시 종로구 인사동길 34-1 (관훈동),37.5741575,126.984682
1395,엠팟홀 (구. 삼익아트홀),2,150,"엠팟홀 (구. 삼익아트홀)
옥상정원 (8층)","150
0",민간(대학로 외),1995,서울,강남구,서울특별시 강남구 학동로 171 (논현동) 삼익악기빌딩 3층,37.5141299,127.0291812
1401,여의도 이랜드크루즈 제1터미널,1,20,여의도 이랜드크루즈 제1터미널,20,민간(대학로 외),1986,서울,영등포구,서울특별시 영등포구 여의동로 290 (여의도동),37.5290851,126.9362381
1402,여의도 한강공원,1,0,여의도 한강공원,0,기타(비공연장),0,서울,영등포구,서울특별시 영등포구 여의동로 330 (여의도동),37.52955,126.9201835
1403,여의도 한강공원 멀티플라자 그랑샤피토,1,500,여의도 한강공원 멀티플라자 그랑샤피토,500,공공(기타),0,서울,영등포구,서울특별시 영등포구 여의동로 330 (여의도동),37.52955,126.9201835
1406,여행자극장,1,100,여행자극장,100,민간(대학로),2016,서울,성북구,서울특별시 성북구 성북로5길 9-3 (성북동1가),37.5884338,127.0043079
1407,역삼1동문화센터,1,230,가족극장,230,공공(기타),2013,서울,강남구,서울특별시 강남구 역삼로7길 16 (역삼동),37.4953545,127.0332497
1408,연극실험실 일상지하,1,50,연극실험실 일상지하,50,민간(대학로 외),2010,서울,성북구,서울특별시 성북구 성북로 106 (성북동),37.5930817,126.9971955
1409,연극실험실 혜화동1번지,1,70,연극실험실 혜화동1번지,70,민간(대학로),1993,서울,종로구,서울특별시 종로구 창경궁로35길 7 (혜화동),37.589711,127.0003309
1410,연극플레이스 혜화,1,0,연극플레이스 혜화,0,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로8가길 111(동숭동),37.5809974,127.0035224
1411,연남5701,1,0,연남5701,0,민간(대학로 외),2021,서울,마포구,서울특별시 마포구 동교로23길 64 (연남동),37.5585656,126.9189467
1412,연남스페이스,1,0,연남스페이스,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 성미산로22길 16(연남동),37.562169,126.9208592
1413,연동교회,1,0,연동교회,0,기타(비공연장),0,서울,종로구,서울특별시 종로구 김상옥로 37 (연지동),37.5735733,127.0016052
1415,연세대학교 대강당,1,1641,연세대학교 대강당,1641,민간(대학로 외),1958,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동),37.5646993,126.9394972
1416,연세대학교 루스채플,1,252,연세대학교 루스채플,252,민간(대학로 외),1974,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동),37.5646993,126.9394972
1417,연세대학교 무악극장,1,0,연세대학교 무악극장,0,민간(대학로 외),0,서울,서대문구,서울특별시 서대문구 연세로 50-1(신촌동),37.5646993,126.9394972
1418,연세대학교 백주년기념관,1,829,연세대학교 백주년기념관,829,민간(대학로 외),1988,서울,서대문구,서울특별시 서대문구 연세로 50 (신촌동),37.5646993,126.9394972
1419,연세대학교 음악대학 체임버홀,1,0,연세대학교 음악대학 체임버홀,0,민간(대학로 외),0,서울,서대문구,서울특별시 서대문구 연세로 50(신촌동),37.5646993,126.9394972
1422,연우소극장,1,80,연우소극장,80,민간(대학로),1987,서울,종로구,서울특별시 종로구 창경궁로35길 21 (혜화동),37.5869556,127.0018827
1425,연희예술극장,1,115,연희예술극장,115,민간(대학로 외),2018,서울,서대문구,서울특별시 서대문구 연희맛로 2-3 (연희동),37.5656249,126.928594
1426,연희정원,1,90,연희정원,90,민간(대학로 외),0,서울,서대문구,서울특별시 서대문구 연희로11라길 10-8 (연희동),37.5684896,126.9303632
1427,열린극장,1,160,열린극장,160,민간(대학로),1999,서울,종로구,서울특별시 종로구 창경궁로 258-12 (명륜2가),37.5846997,126.9990412
1433,영등포 타임스퀘어,1,50,키즈앤키즈 소극장(폐관),50,민간(대학로 외),2014,서울,영등포구,서울특별시 영등포구 영중로 15 (영등포동4가),37.5178903,126.9035759
1434,영등포아트홀,1,526,영등포아트홀,526,공공(문예회관),2009,서울,영등포구,서울특별시 영등포구 국회대로 596 (당산동3가),37.5258617,126.8971134
1435,영락교회,1,1500,베다니홀,1500,민간(대학로 외),1945,서울,중구,서울특별시 중구 수표로 33 (저동1가),37.5644296,126.9878054
1436,영산아트홀,1,598,영산아트홀,598,민간(대학로 외),1999,서울,영등포구,서울특별시 영등포구 여의공원로 101 (여의도동),37.5292525,126.9249131
1437,영산양재홀,1,195,영산양재홀,195,민간(대학로 외),2005,서울,서초구,서울특별시 서초구 바우뫼로37길 45 (양재동),37.4804761,127.0384054
1448,예그린씨어터,1,202,예그린씨어터,202,민간(대학로),2014,서울,종로구,서울특별시 종로구 동숭길 130-5 (동숭동),37.5838922,127.0030715
1451,예림당아트홀,1,468,예림당아트홀,468,민간(대학로 외),2011,서울,강남구,서울특별시 강남구 언주로 337 (역삼동),37.5000776,127.0385419
1455,예술가의 집,1,100,예술가의 집,100,국립,2010,서울,종로구,서울특별시 종로구 동숭길 3 (동숭동),37.5800891,127.0029816
1456,예술공간 라푸푸,1,40,예술공간 라푸푸,40,민간(대학로),2012,서울,종로구,서울특별시 종로구 동숭4길 4 (동숭동),37.5830555,127.004009
1457,예술공간 몬스덕,1,54,예술공간 몬스덕,54,민간(대학로 외),2015,서울,영등포구,서울특별시 영등포구 경인로77가길 7-1 (문래동2가),37.5118941,126.8925728
1458,예술공간 서울,1,120,예술공간 서울,120,민간(대학로),2012,서울,종로구,서울특별시 종로구 성균관로4길 19 (명륜2가),37.5843703,127.0009292
1459,예술공간 오르다(구. 우석레파토리극장),1,102,예술공간 오르다(구. 우석레파토리극장),102,민간(대학로),2002,서울,종로구,서울특별시 종로구 이화장길 86-11 (동숭동),37.5792349,127.0051596
1461,예술공간 유비누리 앱질 전용관,1,115,예술공간 유비누리 앱질 전용관,115,민간(대학로),2014,서울,종로구,서울특별시 종로구 대학로8가길 52 (동숭동),37.5830042,127.0026459
1462,예술공간 혜화,1,100,예술공간 혜화,100,민간(대학로),2012,서울,종로구,서울특별시 종로구 혜화로 10-3 성인빌딩 ,37.5865883,127.0004668
1463,예술공간도화,1,0,예술공간도화,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 잔다리로 113 (서교동),37.5570875,126.9137836
1465,예술극장 나무와물,1,154,예술극장 나무와물,154,민간(대학로),2003,서울,종로구,서울특별시 종로구 창경궁로 263 (명륜2가),37.5846997,126.9990412
1469,예술나무씨어터(구. 상상나눔씨어터),1,232,예술나무씨어터(구. 상상나눔씨어터),232,민간(대학로 외),2013,서울,구로구,"서울특별시 구로구 구로중앙로 134 (구로동, 신구로자이나인스에비뉴)",37.5000786,126.8840596
1472,예술의전당,11,8159,"CJ 토월극장
리사이틀홀
콘서트홀
자유소극장
IBK챔버홀
오페라극장
신세계스퀘어 야외무대
인춘아트홀
1101어린이라운지
서예박물관 
N스튜디오(국립예술단체공연연습장) 공용1","1,004
354
2,527
241
600
2,283
1,000
130
0
0
20",국립,1988,서울,서초구,서울특별시 서초구 남부순환로 2406 (서초동),37.4810859,127.0152453
1475,예스24 라이브홀 (구. 악스코리아),1,2500,예스24 라이브홀 (구. 악스코리아),2500,민간(대학로 외),2006,서울,광진구,서울특별시 광진구 구천면로 20 (광장동),37.545735,127.1080542
1476,예스24 스테이지(구. DCF대명문화공장),3,962,"1관
2관
3관(구. 수현재씨어터)","406
301
255",민간(대학로),2014,서울,종로구,서울특별시 종로구 대학로12길 21 (동숭동),37.5842964,127.0066348
1482,예한교회,1,0,예한교회,0,기타(비공연장),0,서울,송파구,서울특별시 송파구 올림픽로 417(신천동),37.5203898,127.1138584
1485,오드 포트(ODE PORT),1,70,라이브홀,70,민간(대학로 외),2018,서울,강남구,서울특별시 강남구 도산대로25길 15-10 (신사동),37.5206884,127.0263725
1486,오디오가이스튜디오,1,100,오디오가이스튜디오,100,민간(대학로 외),2000,서울,종로구,서울특별시 종로구 효자로23 (통의동),37.5787247,126.9723833
1488,오류아트홀,1,365,오류아트홀,365,공공(기타),2018,서울,구로구,서울특별시 구로구 경인로20가길 38 (오류동),37.4957808,126.8473739
1489,오마이갓 전용관,1,78,오마이갓 전용관,78,민간(대학로),2023,서울,종로구,서울특별시 종로구 동숭길 68 (동숭동),37.5813334,127.0043158
1491,오시선/지하극장,1,0,오시선/지하극장,0,민간(대학로 외),2017,서울,강남구,서울특별시 강남구 논현로6길 26 (개포동),37.4738815,127.0515291
1492,오씨어터,1,115,오씨어터,115,민간(대학로 외),2003,서울,종로구,서울특별시 종로구 대학로11길 38-23 (명륜4가),37.5827129,127.0008
1493,오아시스아트홀,1,120,오아시스아트홀,120,민간(대학로 외),2020,서울,강서구,"서울특별시 강서구 양천로73길 80 (염창동, 한강동아아파트)",37.5539725,126.8742099
1494,오온,1,0,오온,0,기타(비공연장),0,서울,송파구,서울특별시 송파구 백제고분로7길 16-16(잠실동),37.5097871,127.0807107
1496,오페라하우스 [신도림],1,73,지하소극장,73,공공(기타),2008,서울,구로구,서울특별시 구로구 새말로 107-32 (구로동),37.5079891,126.8909268
1502,올래홀,1,175,올래홀,175,민간(대학로),2005,서울,종로구,서울특별시 종로구 대학로10길 24 (동숭동),37.5830081,127.0041558
1503,올림픽공원,11,41356,"KSPO DOME(체조경기장)
SK핸드볼경기장(펜싱경기장)
올림픽홀
뮤즈라이브
우리금융아트홀(역도경기장)
K-아트홀
야외(88잔디마당)
야외(수변무대)
벨로드롬(경륜경기장)
평화광장
일대","15,000
5,003
2,432
237
1,184
500
10,000
1,000
6,000
0
0",공공(기타),1986,서울,송파구,서울특별시 송파구 올림픽로 424 올림픽공원 (방이동),37.5206868,127.1214941
1506,옵신 스페이스(구. 서촌공간 서로),1,70,옵신 스페이스(구. 서촌공간 서로),70,민간(대학로 외),2016,서울,종로구,서울특별시 종로구 필운대로7길 12 (옥인동),37.5815867,126.9678759
1508,와팝홀(구 돔아트홀) (폐관),1,2055,와팝홀(구 돔아트홀) (폐관),2055,민간(대학로 외),2003,서울,광진구,서울특별시 광진구 능동로 216 (능동),37.5495886,127.081578
1513,요기가 널판,1,0,요기가 널판,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 연남로13길 9(연남동),37.566704,126.9168215
1515,용산아트홀,2,1091,"대극장 미르
소극장 가람","787
304",공공(문예회관),2010,서울,용산구,서울특별시 용산구 녹사평대로 150(이태원동 34-87),37.5325615,126.990179
1516,용산전자랜드,1,100,랜드홀,100,민간(대학로 외),0,서울,용산구,서울특별시 용산구 청파로 74(한강로3가),37.5276547,126.9622041
1517,용산전쟁기념관,4,176,"평화의 광장
제3기획전시실
전쟁기념관 이병형홀(구. 문화극장)
평화홀(1층)","0
0
176
0",국립,1994,서울,용산구,서울특별시 용산구 이태원로 29 (용산동1가),37.5400116,126.9770276
1530,우란2경,2,120,"우란2경
리허설룸","120
0",민간(대학로 외),2014,서울,성동구,서울특별시 성동구 연무장7길 11 (성수동2가),37.5438054,127.0544306
1532,우리네 극장,1,100,우리네 극장,100,민간(대학로),2012,서울,종로구,서울특별시 종로구 동숭길 55 (동숭동) 5층,37.58077,127.0041608
1533,우리소극장 [대학로],1,0,우리소극장 [대학로],0,민간(대학로),0,서울,종로구,서울특별시 종로구 이화장길 86-11(동숭동),37.5792349,127.0051596
1535,우리열린극장,1,172,우리열린극장,172,민간(대학로 외),2007,서울,종로구,서울특별시 종로구 삼일대로 428 (낙원동),37.5725724,126.9886231
1536,우리옛돌박물관,1,0,우리옛돌박물관,0,기타(비공연장),0,서울,성북구,서울특별시 성북구 대사관로13길 66(성북동),37.6008585,126.9896787
1537,우미관극장(서울코미디클럽),1,0,우미관극장(서울코미디클럽),0,민간(대학로 외),0,서울,종로구,서울특별시 종로구 종로14길 4(관철동),37.5698283,126.986685
1541,우정아트센터,1,0,우정아트센터,0,기타(비공연장),0,서울,중구,서울특별시 중구 세종대로 55 (태평로2가),37.563735,126.9773483
1545,울림과 퍼짐,1,0,울림과 퍼짐,0,민간(대학로 외),0,서울,종로구,서울특별시 종로구 자하문로24길 12(효자동),37.5834498,126.9709781
1559,원더러스트에이앤씨 (Wonderlust A&C),1,0,원더러스트에이앤씨 (Wonderlust A&C),0,민간(대학로),0,서울,종로구,서울특별시 종로구 낙산길 19 (동숭동),37.5805513,127.0055959
1568,원패스아트홀,1,200,원패스아트홀,200,민간(대학로),2018,서울,종로구,서울특별시 종로구 대학로12길 15 (동숭동),37.5830537,127.0044298
1569,월드케이팝센터,1,0,글래스홀,0,민간(대학로 외),0,서울,중구,서울특별시 중구 장충단로 72(장충동2가),37.5515434,127.0025388
1570,월서울 (wall.seoul),1,110,월서울 (wall.seoul),110,기타(비공연장),2018,서울,성동구,서울특별시 성동구 성수이로 65 (성수동2가),37.5410195,127.0555027
1573,웨스트브릿지 라이브홀,1,150,웨스트브릿지 라이브홀,150,민간(대학로 외),2015,서울,마포구,서울특별시 마포구 와우산로25길 6 (서교동),37.5536507,126.9261539
1574,위워크 광화문,1,100,위워크 광화문,100,민간(대학로 외),2018,서울,종로구,서울특별시 종로구 종로1길 50 (중학동),37.5747575,126.9792977
1575,위코 스튜디오,1,0,위코 스튜디오,0,기타(비공연장),0,서울,영등포구,서울특별시 영등포구 양산로 91(당산동3가),37.5264471,126.8987258
1576,윈씨어터(구. 대학로갈갈이홀),1,168,윈씨어터(구. 대학로갈갈이홀),168,민간(대학로),2004,서울,종로구,서울특별시 종로구 대학로8가길 111 (동숭동),37.5809974,127.0035224
1577,유나이티드 컬쳐센터 & 갤러리,1,200,갤러리(음악홀),200,기타(비공연장),0,서울,강남구,서울특별시 강남구 강남대로102길 41 (역삼동),37.5036201,127.0280604
1578,유니버설아트센터,1,1084,유니버설아트센터,1084,민간(대학로 외),1981,서울,광진구,서울특별시 광진구 천호대로 664 (능동),37.5503951,127.087338
1579,유니언타운,1,150,유니언 마루 루프탑 라운지,150,기타(비공연장),2017,서울,영등포구,서울특별시 영등포구 당산로 241 (당산동6가),37.5346602,126.9028802
1580,유니플렉스,3,1100,"1관(대극장)
2관(중극장)
3관(소극장)","600
300
200",민간(대학로),2013,서울,종로구,서울특별시 종로구 대학로12길 64 (동숭동),37.5812002,127.0037165
1584,유시어터,1,229,유시어터,229,민간(대학로 외),1999,서울,강남구,서울특별시 강남구 도산대로58길 16 (청담동),37.5222431,127.0412593
1586,유영공간,1,0,유영공간,0,기타(비공연장),0,서울,성북구,서울특별시 성북구 성북로16가길 1(성북동),37.5939579,127.0003916
1587,윤당아트홀,2,410,"1관
2관","260
150",민간(대학로 외),2009,서울,강남구,서울특별시 강남구 언주로 844 (신사동),37.5256443,127.0338682
1588,윤보선 고택,1,150,윤보선 고택,150,기타(비공연장),0,서울,종로구,서울특별시 종로구 윤보선길 62 (안국동),37.5789459,126.9836997
1591,윤형빈소극장 [홍대],1,161,윤형빈소극장 [홍대],161,민간(대학로 외),2015,서울,마포구,서울특별시 마포구 와우산로21길 29 (서교동),37.552176,126.9223635
1593,은평문화예술회관,2,1051,"공연장
숲속극장","701
350",공공(문예회관),1996,서울,은평구,서울특별시 은평구 녹번로 16 (녹번동),37.6039156,126.9283637
1595,을지공간,1,45,을지공간,45,민간(대학로 외),2018,서울,중구,서울특별시 중구 창경궁로5길 5 (을지로4가),37.5671023,126.9976871
1597,음악공간 중력장,1,0,중력장,0,민간(대학로 외),0,서울,동작구,서울특별시 동작구 현충로 104(흑석동),37.5075622,126.9648731
1599,음악플러스 아트홀,1,50,음악플러스 아트홀,50,민간(대학로 외),0,서울,서초구,서울특별시 서초구 남부순환로317길 82-4(서초동),37.4832003,127.0107245
1605,의외의 조합,1,0,의외의 조합,0,기타(비공연장),0,서울,중구,서울특별시 중구 동호로17길 121 (신당동),37.5538047,127.0046332
1613,이수스타홀,1,0,이수스타홀,0,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로12길 10(동숭동),37.5835416,127.0045686
1615,이수아트홀 [대학로] (폐관),1,204,이수아트홀 [대학로] (폐관),204,민간(대학로),2013,서울,종로구,서울특별시 종로구 이화장길 58 (이화동),37.5778949,127.0046297
1616,이어령 예술극장 (구. 석관동 예술극장),1,0,이어령 예술극장 (구. 석관동 예술극장),0,민간(대학로 외),0,서울,성북구,서울특별시 성북구 화랑로32길 146-37(석관동),37.6037986,127.0558626
1617,이웃집마녀,1,10,이웃집마녀,10,기타(비공연장),0,서울,마포구,서울특별시 마포구 동교로34길 6 (연남동),37.5609244,126.9246723
1621,이태원 해밀톤 호텔,2,0,"이태원 해밀톤 호텔
B1 라운지클럽","0
0",민간(대학로 외),0,서울,용산구,서울특별시 용산구 이태원로 179(이태원동),37.5438758,126.9942504
1623,이화여고 100주년 기념관,1,433,이화여고 100주년 기념관,433,민간(대학로 외),2004,서울,중구,서울특별시 중구 정동길 26 (정동),37.5658654,126.9713247
1624,이화여자대학교 김영의홀,1,380,이화여자대학교 김영의홀,380,민간(대학로 외),1981,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동),37.5625607,126.9474535
1625,이화여자대학교 대강당,1,2900,이화여자대학교 대강당,2900,민간(대학로 외),1956,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동),37.5625607,126.9474535
1626,이화여자대학교 리사이틀홀,1,200,이화여자대학교 리사이틀홀,200,민간(대학로 외),0,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동),37.5625607,126.9474535
1627,이화여자대학교 삼성홀,1,708,이화여자대학교 삼성홀,708,민간(대학로 외),2010,서울,서대문구,서울특별시 서대문구 이화여대길 52 (대현동),37.5625607,126.9474535
1630,익스트림씨어터 3관,1,130,익스트림씨어터 3관,130,민간(대학로),2012,서울,종로구,서울특별시 종로구 창경궁로 227 (명륜4가),37.5822319,126.9998819
1631,인디아트홀 공,1,100,인디아트홀 공,100,민간(대학로 외),2013,서울,영등포구,서울특별시 영등포구 선유서로30길 30 (양평동1가),37.5228667,126.8911441
1654,일상비일상의틈,1,0,일상비일상의틈,0,기타(비공연장),0,서울,강남구,서울특별시 강남구 강남대로 426 (역삼동),37.5000776,127.0385419
1655,일신홀,1,189,일신홀,189,민간(대학로 외),2009,서울,용산구,서울특별시 용산구 한남대로 98 (한남동),37.5371739,127.0055791
1656,일지아트홀,1,240,일지아트홀,240,민간(대학로 외),2011,서울,강남구,서울특별시 강남구 선릉로 806 (청담동) 킹콩빌딩 지하2층,37.5238585,127.039623
1660,자양스테이션(파리뮤직포럼),1,50,자양스테이션(파리뮤직포럼),50,기타(비공연장),2019,서울,광진구,서울특별시 광진구 자양로11길 18 (자양동),37.5346172,127.0830323
1663,작은극장 광야(구. 대학로예술극장 3관) (폐관),1,30,작은극장 광야(구. 대학로예술극장 3관) (폐관),30,민간(대학로),2017,서울,종로구,서울특별시 종로구 이화장길 100 (동숭동) 쇳대박물관 지하1층,37.579769,127.004599
1666,작은극장 어린,1,65,작은극장 어린,65,민간(대학로 외),2009,서울,은평구,서울특별시 은평구 통일로 684 (녹번동),37.6079794,126.9331676
1668,잠실종합운동장,8,81813,"FB빅탑시어터
실내체육관
특설링
보조경기장
주경기장
로열씨어터
서문주차장
빅탑","500
11,032
0
1,782
65,599
500
0
2,400",공공(기타),1984,서울,송파구,서울특별시 송파구 올림픽로 25 (잠실동),37.5170238,127.0876104
1669,잠실학생체육관,1,5400,본관,5400,공공(기타),1977,서울,송파구,서울특별시 송파구 올림픽로 25 (잠실동),37.5170238,127.0876104
1671,장로회신학대학교 세계교회협력센터,1,352,국제회의장,352,민간(대학로 외),0,서울,광진구,서울특별시 광진구 광장로5길 25-1(광장동),37.5501984,127.1037288
1675,장충체육관,1,4507,장충체육관,4507,공공(기타),1963,서울,중구,서울특별시 중구 동호로 241 (장충동2가),37.5581571,127.0068191
1678,재단법인 기지,1,0,재단법인 기지,0,기타(비공연장),2019,서울,서대문구,서울특별시 서대문구 연희로24길 9-2(연희동),37.5715012,126.9355716
1679,재머스(JAMMERS),1,0,재머스(JAMMERS),0,민간(대학로 외),1996,서울,마포구,서울특별시 마포구 와우산로 120(창전동),37.5489479,126.9313399
1681,재즈클럽 그루브,1,70,재즈클럽 그루브,70,민간(대학로 외),2006,서울,서초구,서울특별시 서초구 신반포로47길 52 (잠원동),37.5126845,127.0184524
1697,전태일기념관,1,62,울림터,62,공공(기타),2019,서울,종로구,서울특별시 종로구 청계천로 105 (관수동),37.5692791,126.9912153
1698,전통공연창작마루 광무대,1,0,전통공연창작마루 광무대,0,민간(대학로 외),2020,서울,종로구,서울특별시 종로구 종로 272(종로6가),37.5710513,127.0077232
1700,"정극장 (구. M시어터, 구.하모니아트홀)",1,120,"정극장 (구. M시어터, 구.하모니아트홀)",120,민간(대학로),2012,서울,종로구,서울특별시 종로구 대학로12길 69 (동숭동),37.5810306,127.00396
1701,정동1928아트센터,1,150,이벤트홀,150,민간(대학로 외),2019,서울,중구,서울특별시 중구 덕수궁길 130 (정동),37.5679082,126.9738857
1702,정보소극장,1,108,정보소극장,108,민간(대학로),1993,서울,종로구,서울특별시 종로구 대학로12길 38 (동숭동),37.5824904,127.0037339
1710,정태호소극장 comedy maker,1,100,정태호소극장 comedy maker,100,민간(대학로 외),2016,서울,마포구,서울특별시 마포구 어울마당로 94-8 (서교동),37.5531143,126.9221592
1711,정효아트센터,1,100,음악당,100,민간(대학로 외),2015,서울,서초구,서울특별시 서초구 사임당로18길 52-2 (서초동),37.4875412,127.0196197
1712,제1 서울창의예술교육센터,1,180,하늘공연장,180,공공(기타),2014,서울,은평구,서울특별시 은평구 가좌로 208 (응암동),37.5893038,126.9192094
1716,제이엘 씨어터,1,130,제이엘 씨어터,130,민간(대학로 외),0,서울,마포구,서울특별시 마포구 어울마당로 94-8(서교동),37.5531143,126.9221592
1717,제일라아트홀,1,250,제일라아트홀,250,민간(대학로 외),2014,서울,마포구,서울특별시 마포구 월드컵북로 323 (상암동),37.5750454,126.8954797
1743,졸탄극장,1,179,졸탄극장,179,민간(대학로),0,서울,종로구,서울특별시 종로구 이화장길 58 (이화동),37.5778949,127.0046297
1744,종로구민회관,1,440,강당,440,공공(문예회관),2000,서울,종로구,서울특별시 종로구 지봉로5길 7-5 (창신동),37.5735118,127.0144845
1745,종로아이들극장,1,281,종로아이들극장,281,공공(기타),2016,서울,종로구,서울특별시 종로구 성균관로 91 - 0 국민생활관,37.5903566,126.9988422
1746,종로여가,1,0,종로여가,0,기타(비공연장),0,서울,종로구,서울특별시 종로구 창신길 55(창신동),37.5741627,127.0104472
1747,종로예술극장,1,22,종로예술극장,22,민간(대학로 외),2011,서울,종로구,서울특별시 종로구 동호로 406-2 (종로5가),37.5706436,127.0024085
1749,주말극장,1,0,주말극장,0,민간(대학로 외),0,서울,영등포구,서울특별시 영등포구 도림로126길 1(문래동3가),37.5153554,126.9023964
1753,중랑구민회관,2,614,"대공연장
소공연장","494
120",공공(기타),1994,서울,중랑구,서울특별시 중랑구 면목로 238 (면목동),37.5737227,127.0847565
1755,중앙대학교 공연예술원,1,130,스튜디오시어터,130,민간(대학로),2002,서울,종로구,서울특별시 종로구 이화장길 86-8 (동숭동),37.5789279,127.0049257
