,시설명,공연장수,총객석수,공연장명,객석수,시설특성,개관연도,지역,Unnamed: 8,구,Latitude,Longitude
1756,중앙대학교 아트센터,2,595,"대극장(중앙아트홀)
소극장(100주년기념관 대신홀)","491
104",민간(대학로 외),1999,서울,동작구,서울특별시 동작구 흑석로 84 (흑석동),37.5045563,126.9569379
1757,중앙성결교회,1,0,중앙성결교회,0,기타(비공연장),0,서울,종로구,서울특별시 종로구 충신길 22 (종로6가),37.5739072,127.0082267
1765,지블레싱소극장,1,0,지블레싱소극장,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 신촌로14길 24(노고산동),37.5539298,126.9411521
1766,지식방앗간 B밀,1,0,지식방앗간 B밀,0,민간(대학로 외),0,서울,중구,서울특별시 중구 퇴계로18길 77(남산동2가),37.5577193,126.9849295
1767,지인시어터(구. 알과핵소극장),1,176,지인시어터(구. 알과핵소극장),176,민간(대학로),1998,서울,종로구,서울특별시 종로구 동숭길 25 (동숭동),37.5799187,127.0035083
1768,지즐소극장,1,84,지즐소극장,84,민간(대학로),2007,서울,종로구,서울특별시 종로구 성균관로4길 42 (명륜2가),37.5861394,126.9987258
1769,진건아트홀,1,70,진건아트홀,70,민간(대학로),2014,서울,종로구,서울특별시 종로구 대학로11길 39 (명륜4가),37.5827063,127.0008806
1784,창덕궁,1,0,창덕궁,0,국립,0,서울,종로구,서울특별시 종로구 율곡로 99(와룡동),37.5760698,126.9906121
1785,창동극장,1,100,창동극장,100,민간(대학로 외),2014,서울,도봉구,서울특별시 도봉구 노해로 391 (창동),37.6528407,127.0516203
1786,창동문화체육센터,1,188,공연장,188,공공(기타),2005,서울,도봉구,서울특별시 도봉구 노해로69길 132 (창동),37.6581765,127.0507402
1792,창작플랫폼 경험과 상상,1,50,창작플랫폼 경험과 상상,50,민간(대학로 외),2017,서울,영등포구,서울특별시 영등포구 선유동2로 46 (당산동5가),37.533081,126.8983856
1794,창조소극장 (구. 민아트홀),1,100,창조소극장 (구. 민아트홀),100,민간(대학로),2018,서울,종로구,서울특별시 종로구 창경궁로 259 (명륜2가),37.5846997,126.9990412
1809,청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장),1,114,청년극장 (구. 대학로 아트홀 1관 구. 서울문화예술대학교 대학로 극장),114,민간(대학로),2010,서울,종로구,서울특별시 종로구 동숭길 47 (동숭동),37.5803593,127.0042622
1810,청년예술청 SAPY,1,0,청년예술청 SAPY,0,민간(대학로 외),0,서울,서대문구,"서울특별시 서대문구 경기대로 26-26 (충정로3가, 더스타일하우스디센트럴)",37.5613001,126.962259
1812,청담 예인아트홀,1,0,청담 예인아트홀,0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 도산대로81길 45(청담동),37.5270391,127.0461894
1813,청담 프리데카,1,0,청담 프리데카,0,기타(비공연장),0,서울,강남구,서울특별시 강남구 도산대로57길 8(청담동),37.5241419,127.0414176
1819,청운예술극장(구. 글로브극장),1,110,청운예술극장(구. 글로브극장),110,민간(대학로),2004,서울,종로구,서울특별시 종로구 대학로 60 (연건동),37.5790557,127.0010269
1828,초록씨어터,1,160,초록씨어터,160,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로 128(동숭동),37.5813334,127.0043158
1830,총신대학교 신관,1,453,콘서트홀,453,민간(대학로 외),2013,서울,동작구,서울특별시 동작구 사당로 143 (사당동),37.4891828,126.9666401
1831,최순우 옛집,1,30,최순우 옛집,30,기타(비공연장),2004,서울,성북구,서울특별시 성북구 성북로15길 9 (성북동),37.5929066,127.0003577
1832,최일화 스튜디오,1,50,최일화 스튜디오,50,민간(대학로),2011,서울,종로구,서울특별시 종로구 이화장1길 24 (이화동),37.5773844,127.0057301
1844,충동소극장,1,30,충동소극장,30,민간(대학로 외),0,서울,광진구,서울특별시 광진구 뚝섬로36길 49 (자양동),37.5322572,127.070648
1845,충무아트센터,4,1998,"소극장 블루
대공연장
중극장 블랙
컨벤션센터","218
1,255
325
200",공공(문예회관),2005,서울,중구,서울특별시 중구 퇴계로 387 (흥인동),37.56731,127.0163823
1856,카비네,1,10,카비네,10,기타(비공연장),0,서울,종로구,서울특별시 종로구 북촌로6길 30 (계동),37.5823513,126.9874765
1861,카페 야카모즈,1,0,카페 야카모즈,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 월드컵북로 88 (성산동),37.5658416,126.9106535
1862,카페 어느새 봄,1,0,카페 어느새 봄,0,기타(비공연장),0,서울,서초구,서울특별시 서초구 강남대로2길 70 (양재동),37.4770572,127.0364799
1863,카페 콘체르토,1,0,카페 콘체르토,0,기타(비공연장),2018,서울,강남구,서울특별시 강동구 명일로 167 (둔촌동),37.5338893,127.1445381
1864,카페 포레스트,1,0,카페 포레스트,0,민간(대학로 외),0,서울,양천구,서울특별시 양천구 목동동로 33(신정동),37.5145513,126.8594633
1866,카페극장 칸,1,20,카페극장 칸,20,민간(대학로 외),2014,서울,종로구,서울특별시 종로구 삼일대로32길 55 - 3,37.5756813,126.9899165
1870,컬쳐씨어터(구. 휴먼시어터),1,120,컬쳐씨어터(구. 휴먼시어터),120,민간(대학로),2016,서울,종로구,서울특별시 종로구 대학로8가길 80 (동숭동),37.5824905,127.0032799
1871,컬쳐파크209,1,50,컬쳐파크209,50,민간(대학로 외),2019,서울,강남구,서울특별시 강남구 역삼로20길 9(역삼동),37.4947046,127.0376598
1872,케이아트 디딤홀,1,120,케이아트 디딤홀,120,민간(대학로 외),2017,서울,마포구,서울특별시 마포구 와우산로18길 30 (서교동) 지층,37.551465,126.9240704
1873,코델아트홀,1,120,코델아트홀,120,민간(대학로),2016,서울,종로구,서울특별시 종로구 동숭길 78 (동숭동) 지하1층,37.5817566,127.0042887
1874,코리아나호텔,1,0,다이아몬드 홀,0,기타(비공연장),1972,서울,중구,서울특별시 중구 세종대로 135(태평로1가),37.5677018,126.9772803
1876,코리아블루스씨어터,1,50,코리아블루스씨어터,50,민간(대학로 외),0,서울,용산구,서울특별시 용산구 청파로45길 5 (청파동3가),37.5441514,126.9701872
1877,코미디헤이븐,1,40,코미디헤이븐,40,민간(대학로 외),2018,서울,강남구,서울특별시 강남구 강남대로110길 19,37.5041391,127.0265566
1878,코사이어티,1,0,코사이어티,0,민간(대학로 외),0,서울,성동구,서울특별시 성동구 왕십리로 82-20 (성수동1가),37.5390049,127.0483453
1879,코스모스아트홀,1,220,코스모스아트홀,220,민간(대학로 외),2006,서울,서초구,서울특별시 서초구 반포대로 27(서초동),37.4828485,127.0115268
1880,코엑스,8,11534,"신한카드 아티움
아트홀
오디토리움
컨퍼런스룸(남)
K팝 광장(동문)
D홀
그랜드볼룸
Hall C","1,004
200
1,080
450
0
7,000
1,800
0",민간(대학로 외),2009,서울,강남구,서울특별시 강남구 영동대로 513 (삼성동),37.5125207,127.0588194
1881,코쿤홀,1,80,코쿤홀,80,민간(대학로 외),2016,서울,중구,서울특별시 중구 퇴계로30길 15-1 (필동1가),37.5603396,126.9921345
1884,콘텐츠박스(구. 르메이에르 씨어터),1,197,콘텐츠박스(구. 르메이에르 씨어터),197,민간(대학로),2006,서울,종로구,서울특별시 종로구 동숭길 55 (동숭동),37.58077,127.0041608
1885,콜드슬립(koldsleep),1,0,콜드슬립(koldsleep),0,민간(대학로 외),0,서울,강북구,서울특별시 강북구 인수봉로 301(수유동),37.6456168,127.0104488
1886,콜링아트센터,1,0,콜링아트센터,0,기타(비공연장),0,서울,관악구,서울특별시 관악구 관악로14길 110 (봉천동),37.4777137,126.9584146
1888,퀸라이브홀,1,100,퀸라이브홀,100,기타(비공연장),1999,서울,서대문구,서울특별시 서대문구 신촌역로 13 (대현동),37.5578067,126.9425345
1889,큐씨어터(구. 수상한흥신소전용관),1,250,큐씨어터(구. 수상한흥신소전용관),250,민간(대학로),2016,서울,종로구,서울특별시 종로구 대학로8가길 79 (동숭동),37.5824918,127.0035427
1890,크리에이터스 홀,1,100,크리에이터스 홀,100,민간(대학로 외),2019,서울,동대문구,서울특별시 동대문구 안암로 86-1(제기동),37.5834826,127.0305777
1892,클럽 MUTE(뮤트),1,0,클럽 MUTE(뮤트),0,민간(대학로 외),0,서울,용산구,서울특별시 용산구 이태원로27가길 26(이태원동),37.5351557,126.993515
1894,클럽 마스 CLUB MARS,1,0,클럽 마스 CLUB MARS,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 와우산로 76-1 (서교동),37.5512727,126.9235667
1895,클럽 벨류(Value),1,0,클럽 벨류(Value),0,기타(비공연장),0,서울,마포구,서울특별시 마포구 잔다리로 6(서교동),37.5509205,126.9225296
1896,클럽 샤프,1,100,클럽 샤프,100,민간(대학로 외),2016,서울,마포구,서울특별시 마포구 동교로 63 (망원동),37.5536255,126.9092443
1897,클럽 페이더,1,0,클럽 페이더,0,기타(비공연장),0,서울,용산구,서울특별시 용산구 우사단로 43 (이태원동) 지하1층,37.5341513,126.9954299
1898,클럽 프리버드,1,0,클럽 프리버드,0,기타(비공연장),0,서울,마포구,서울특별시 마포구 와우산로17길 19-22(서교동),37.5493802,126.9213852
1900,클럽블랙홀(Blackhall) [홍대],1,0,클럽블랙홀(Blackhall) [홍대],0,기타(비공연장),0,서울,마포구,서울특별시 마포구 잔다리로 19-6 (서교동),37.5504962,126.9208626
1901,클럽온에어,1,0,클럽온에어,0,기타(비공연장),0,서울,마포구,서울특별시 마포구 잔다리로 44(서교동),37.5523164,126.9189471
1905,타이니앨리스,1,144,타이니앨리스,144,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가),37.5828114,127.0013435
1906,탈영역우정국,1,80,탈영역우정국,80,기타(비공연장),2015,서울,마포구,서울특별시 마포구 독막로20길 42 (창전동),37.548976,126.9282763
1907,탑아트홀,1,101,탑아트홀,101,민간(대학로),2003,서울,종로구,서울특별시 종로구 동숭길 72 - 0,37.581449,127.0043088
1913,텐더리커피앤디저트,1,0,텐더리커피앤디저트,0,기타(비공연장),0,서울,마포구,서울특별시 마포구 성미산로29길 35(연남동),37.5655021,126.9216686
1921,통의동클래식,1,40,Hall(홀),40,민간(대학로 외),2019,서울,종로구,서울특별시 종로구 자하문로10길 16 (통의동),37.5792213,126.9727214
1924,트레이프조이드,1,0,트레이프조이드,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 동교로 137(서교동),37.5553708,126.9173334
1927,티오엠씨어터(구. 문화공간필링),3,584,"1관
2관
연습실A","335
249
0",민간(대학로),2014,서울,종로구,서울특별시 종로구 대학로8가길 85 (동숭동),37.5822871,127.0036354
1928,틴틴홀,1,228,틴틴홀,228,민간(대학로),2003,서울,종로구,서울특별시 종로구 대학로10길 24 (동숭동),37.5830081,127.0041558
1931,파랑새극장(구. 샘터파랑새극장),1,180,1관,180,민간(대학로),1984,서울,종로구,서울특별시 종로구 대학로 116 (동숭동),37.581408,127.0048867
1932,"파랑씨어터 (구. 도향아트홀, 뮤디스홀)",1,163,"파랑씨어터 (구. 도향아트홀, 뮤디스홀)",163,민간(대학로),2017,서울,종로구,서울특별시 종로구 대학로8가길 36 (동숭동),37.5825008,127.0024538
1933,파인트리 시어터,1,100,파인트리 시어터,100,민간(대학로 외),0,서울,강남구,서울특별시 강남구 선릉로 547 (역삼동),37.5075917,127.0457613
1936,판시어터,1,388,판시어터,388,민간(대학로 외),0,서울,종로구,서울특별시 종로구 삼일대로 386 (관철동),37.5691245,126.9860044
1939,퍼즐인형극장 다락극장,1,30,퍼즐인형극장 다락극장,30,민간(대학로 외),2014,서울,마포구,서울특별시 마포구 독막로6길 27 (합정동),37.5467301,126.9172116
1941,펀타스틱씨어터,1,0,펀타스틱씨어터,0,민간(대학로 외),0,서울,용산구,서울특별시 용산구 한강대로48길 17-6(한강로2가),37.5319594,126.9653776
1942,페리지홀,1,202,페리지홀,202,민간(대학로 외),2013,서울,서초구,서울특별시 서초구 반포대로 18 (서초동),37.482219,127.0126653
1943,페이지명동,1,150,커뮤니티하우스 마실(라이브홀),150,민간(대학로 외),0,서울,중구,서울특별시 중구 명동11길 20(명동1가),37.5648909,126.9861364
1944,페인터즈 히어로 종로전용관(서울극장),1,488,페인터즈히어로 전용관,488,민간(대학로 외),2010,서울,종로구,서울특별시 종로구 돈화문로 13 (관수동) 서울극장,37.5697471,126.9916915
1953,포스트극장,1,200,포스트극장,200,민간(대학로 외),1992,서울,마포구,서울특별시 마포구 와우산로 148 (창전동),37.5462849,126.9314574
1964,푸르지오아트홀,1,283,푸르지오아트홀,283,민간(대학로 외),2019,서울,중구,서울특별시 중구 을지로 170 (을지로4가),37.565864,126.9996925
1967,프라임아트홀,1,400,프라임아트홀,400,민간(대학로 외),2007,서울,구로구,서울특별시 구로구 새말로 97 (구로동),37.5069735,126.8903193
1969,프란치스코 교육회관,2,275,"1층성당
체칠리아홀","200
75",민간(대학로 외),1987,서울,중구,서울특별시 중구 정동길 9 (정동),37.5676211,126.9702748
1970,프리마베라 459,1,0,프리마베라 459,0,민간(대학로 외),0,서울,영등포구,서울특별시 영등포구 도림로 459(문래동4가),37.5144561,126.889867
1972,플랫폼 창동 61,1,150,레드박스,150,공공(기타),2016,서울,도봉구,서울특별시 도봉구 마들로11길 74 (창동),37.6542381,127.0485317
1973,플랫폼-엘 컨템포러리 아트센터,1,172,플랫폼 라이브,172,민간(대학로 외),2016,서울,강남구,서울특별시 강남구 언주로133길 11 (논현동),37.5113471,127.0288101
1975,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),1,359,플러스씨어터(구. 컬처스페이스 엔유 구. 쁘티첼 씨어터),359,민간(대학로),2010,서울,종로구,서울특별시 종로구 대학로12길 73 (동숭동),37.5807735,127.003972
1978,플레이스 막(PALCE MAK)1,1,27,플레이스 막사(PLACE MAKSA),27,민간(대학로 외),2012,서울,마포구,서울특별시 마포구 성미산로 198 (연남동),37.5623843,126.9267281
1979,플레이스비브,1,90,플레이스비브,90,기타(비공연장),0,서울,성동구,서울특별시 성동구 아차산로7나길 14 (성수동2가),37.5479258,127.0569359
1981,플레이클라우드(클라우드그라운드),1,0,클라우드홀,0,민간(대학로 외),0,서울,동작구,서울특별시 동작구 남부순환로 2019 (사당동),37.4763016,126.9729807
1982,"플렉스라운지 (구. 스테이라운지, 인디팍)",1,150,"플렉스라운지 (구. 스테이라운지, 인디팍)",150,민간(대학로 외),2015,서울,마포구,서울특별시 마포구 양화로 100-10 (서교동),37.5525159,126.9189826
1985,피움스튜디오,1,40,피움스튜디오,40,민간(대학로 외),2018,서울,영등포구,서울특별시 영등포구 영등포로34길 3 (영등포동4가),37.5199483,126.9024612
1986,피카소소극장,1,109,1관,109,민간(대학로),2008,서울,종로구,서울특별시 종로구 대학로11길 38-11 (명륜4가),37.5827129,127.0008
1992,하나투어 브이홀,1,250,하나투어 브이홀,250,민간(대학로 외),2008,서울,마포구,서울특별시 마포구 홍익로 25 (서교동),37.5544355,126.922117
1997,하다아트홀,1,0,하다아트홀,0,민간(대학로 외),0,서울,강남구,서울특별시 강남구 선릉로108길 7(삼성동),37.5158515,127.0428835
1999,하땅세극장,1,0,하땅세극장,0,민간(대학로 외),0,서울,성북구,서울특별시 성북구 성북로 5-7(성북동1가),37.5880964,127.0044361
2000,하마씨어터(구. 가든씨어터),1,190,하마씨어터(구. 가든씨어터),190,민간(대학로),1995,서울,종로구,서울특별시 종로구 대학로10길 15 - 11,37.5822895,127.0027902
2003,하트리사이틀홀,1,67,하트리사이틀홀,67,민간(대학로 외),2013,서울,송파구,서울특별시 송파구 송이로23길 34 (가락동),37.4969442,127.1257535
2006,학전,2,374,"블루소극장
그린소극장(폐관)","194
180",민간(대학로),1991,서울,종로구,서울특별시 종로구 대학로12길 46 (동숭동),37.5820849,127.0037287
2008,한국가곡예술마을 나음아트홀,1,120,한국가곡예술마을 나음아트홀,120,민간(대학로 외),0,서울,강남구,서울특별시 강남구 논현로10길 28 (개포동),37.4748778,127.0508164
2013,한국문화의집 KOUS,1,234,한국문화의집 KOUS,234,공공(기타),2003,서울,강남구,서울특별시 강남구 테헤란로92길 12-9 (대치동),37.506839,127.0604679
2015,한국방송통신대학교,2,142,"대공연장
열린관 소극장","82
60",민간(대학로),0,서울,종로구,서울특별시 종로구 대학로 86 (동숭동),37.581408,127.0048867
2016,한국방송회관 코바코홀 (구. 브로드홀),1,290,한국방송회관 코바코홀 (구. 브로드홀),290,공공(기타),1998,서울,양천구,서울특별시 양천구 목동동로 233 (목동) 한국방송회관,37.5269334,126.8713879
2017,한국불교역사문화기념관,1,275,전통문화예술공연장,275,민간(대학로 외),2005,서울,종로구,서울특별시 종로구 우정국로 55 (견지동),37.5734238,126.9827448
2020,한국예술종합학교,2,840,"예술소극장
예술극장","314
526",국립,2007,서울,성북구,서울특별시 성북구 화랑로32길 146-37 (석관동),37.6037986,127.0558626
2021,한국예술종합학교 [서초],1,368,이강숙홀(구. 크누아홀),368,공공(기타),1999,서울,서초구,서울특별시 서초구 남부순환로 2374 (서초동),37.4776487,127.0104477
2022,한국의집,2,296,"민속극장
중정마당","146
150",공공(기타),1981,서울,중구,서울특별시 중구 퇴계로36길 10 (필동2가),37.5614603,126.9939265
2025,한국즉흥극장,1,60,한국즉흥극장,60,민간(대학로 외),2017,서울,용산구,서울특별시 용산구 한강대로48길 17-6 (한강로2가),37.5319594,126.9653776
2026,한국콘텐츠진흥원 CKL스테이지,1,190,한국콘텐츠진흥원 CKL스테이지,190,국립,2015,서울,중구,서울특별시 중구 청계천로 40,37.5704461,127.0087332
2029,한남대로 158(극단 성북동 비둘기),1,40,한남대로 158(극단 성북동 비둘기),40,민간(대학로 외),2016,서울,용산구,서울특별시 용산구 한남대로 158 (한남동),37.5424234,127.0026856
2038,한성아트홀(구. 인켈아트홀),2,400,"2관
1관","155
245",민간(대학로),1990,서울,종로구,서울특별시 종로구 창경궁로 254 (명륜2가),37.5846997,126.9990412
2040,한양대학교 노천극장,1,5000,한양대학교 노천극장,5000,민간(대학로 외),1980,서울,성동구,서울특별시 성동구 왕십리로 222 (사근동),37.5623475,127.0468637
2041,한양대학교 올림픽체육관,1,7000,한양대학교 올림픽체육관,7000,민간(대학로 외),1980,서울,성동구,서울특별시 성동구 왕십리로 222 (사근동),37.5623475,127.0468637
2042,한양레퍼토리씨어터,1,0,한양레퍼토리씨어터,0,민간(대학로),2003,서울,종로구,서울특별시 종로구 대학로 144 (혜화동) 중원빌딩 지하1층,37.5839645,127.002167
2043,한얼소극장,1,50,한얼소극장,50,민간(대학로),2002,서울,종로구,서울특별시 종로구 창경궁로35길 17 (혜화동),37.5867512,127.0016484
2045,한예극장,1,200,한예극장,200,민간(대학로),0,서울,종로구,서울특별시 종로구 이화장길 66(동숭동),37.5782395,127.0047332
2047,한우리정보문화센터,1,180,한우리홀,180,공공(기타),2009,서울,서초구,서울특별시 서초구 남부순환로340길 15 (서초동) 서초구립한우리정보문화센터,37.4820175,127.0250356
2049,한전아트센터,1,999,한전아트센터,999,공공(기타),2001,서울,서초구,서울특별시 서초구 효령로72길 60 (서초동),37.4856988,127.0279981
2066,해바라기소극장(구. 훈아트홀),1,61,해바라기소극장(구. 훈아트홀),61,민간(대학로),2013,서울,종로구,서울특별시 종로구 동숭길 76 (동숭동),37.5816496,127.0042682
2067,해봄연습실,1,0,해봄연습실,0,민간(대학로 외),0,서울,관악구,서울특별시 관악구 관천로 58(신림동),37.4845786,126.9261068
2068,해오름 예술극장,1,170,해오름 예술극장,170,민간(대학로),2014,서울,종로구,서울특별시 종로구 창경궁로 260 (명륜2가),37.5846997,126.9990412
2071,해피씨어터,1,250,해피씨어터,250,민간(대학로),2008,서울,종로구,서울특별시 종로구 대학로10길 5 (동숭동),37.5836252,127.0048729
2076,허수아비소극장,1,83,허수아비소극장,83,민간(대학로),2018,서울,종로구,서울특별시 종로구 성균관로3길 20-4 (명륜3가),37.5833749,126.9970172
2077,헤르만아트홀,1,120,헤르만아트홀,120,민간(대학로 외),2022,서울,성동구,"서울특별시 성동구 상원6나길 24(성수동1가, 청호 서울숲 뜨레피움 오피스텔)",37.5478774,127.0500656
2079,헤이그라운드 성수시작점,1,0,스카이라운지,0,민간(대학로 외),0,서울,성동구,서울특별시 성동구 뚝섬로1나길 5(성수동1가),37.544442,127.0477666
2080,헬덴뮤직,1,0,헬덴홀,0,민간(대학로 외),0,서울,서초구,서울특별시 서초구 반포대로14길 29(서초동),37.4857907,127.0127033
2082,현대백화점 문화홀 [목동],1,530,현대백화점 문화홀 [목동],530,민간(대학로 외),0,서울,양천구,"서울특별시 양천구 목동동로 257 (목동, 현대하이페리온) ",37.527149,126.875036
2083,현대백화점 문화홀 [미아],1,480,현대백화점 문화홀 [미아],480,민간(대학로 외),2001,서울,성북구,서울특별시 성북구 동소문로 315 (길음동),37.6083741,127.0287248
2084,현대백화점 문화홀 [신촌],1,410,현대백화점 문화홀 [신촌],410,민간(대학로 외),2013,서울,서대문구,서울특별시 서대문구 신촌로 83 (창천동),37.5595023,126.9362846
2085,현대백화점 문화홀 [압구정],1,300,토파즈홀 (컬처파크 4층),300,민간(대학로 외),1985,서울,강남구,서울특별시 강남구 압구정로29길 21,37.5286573,127.0276853
2088,현대백화점 문화홀 [천호],1,400,현대백화점 문화홀 [천호],400,민간(대학로 외),0,서울,강동구,서울특별시 강동구 천호대로 1005 (천호동),37.5390258,127.1244577
2093,현대카드 언더스테이지,2,375,"스튜디오
Vinyl ＆ Plastic(뮤직라이브러리)","350
25",민간(대학로 외),2015,서울,용산구,서울특별시 용산구 이태원로 246 (한남동),37.5366281,127.0006807
2096,혜화아트센터,1,0,혜화아트센터,0,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로 156(혜화동),37.5852449,127.0024442
2098,호원아트홀,1,462,호원아트홀,462,민간(대학로 외),2011,서울,강동구,서울특별시 강동구 성안로 30 (성내동),37.5262936,127.1303276
2099,호은아트홀(구 키득키득아트홀),1,200,호은아트홀(구 키득키득아트홀),200,민간(대학로),2013,서울,종로구,서울특별시 종로구 동숭길 41 (동숭동),37.5801091,127.0042689
2106,홀로키즈파크 롤리팝아트홀,1,0,홀로키즈파크 롤리팝아트홀,0,민간(대학로 외),2020,서울,서초구,서울특별시 서초구 본마을4길 3 (신원동),37.4536058,127.0553371
2109,홍대 stay.round.GEE,1,0,홍대 stay.round.GEE,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 양화로 100-10(서교동),37.5525159,126.9189826
2110,홍대 the STUMP(더 스텀프),1,100,홍대 the STUMP(더 스텀프),100,민간(대학로 외),2015,서울,마포구,서울특별시 마포구 와우산로21길 20-11 (서교동),37.5528491,126.9227217
2111,홍대난타극장(구. 뮤직쇼웨딩 전용관),1,323,홍대난타극장(구. 뮤직쇼웨딩 전용관),323,민간(대학로 외),2011,서울,마포구,서울특별시 마포구 양화로16길 29 (서교동),37.5531355,126.9211429
2112,홍대우주정거장,1,0,홍대우주정거장,0,기타(비공연장),2017,서울,마포구,서울특별시 마포구 와우산로29길 16(서교동),37.5550354,126.929
2113,홍대파티룸벨라뷰,1,0,홍대파티룸벨라뷰,0,기타(비공연장),0,서울,서대문구,서울특별시 서대문구 연희로26길 20 (연희동),37.5727947,126.9367476
2115,홍익대 대학로 아트센터,2,852,"대극장
소극장","702
150",민간(대학로),2013,서울,종로구,서울특별시 종로구 대학로 57 (연건동),37.5765378,127.0014599
2120,홍해성 소극장,1,0,소극장,0,민간(대학로),0,서울,종로구,서울특별시 종로구 동숭길 64 (동숭동),37.5811167,127.00436
2129,횃불선교회관,1,0,사랑성전,0,기타(비공연장),0,서울,서초구,서울특별시 서초구 바우뫼로31길 70(양재동),37.4792984,127.0337959
2133,효천아트센터 그라운드씬,1,201,효천아트센터 그라운드씬,201,민간(대학로),2010,서울,종로구,서울특별시 종로구 성균관로 87 (명륜1가),37.589108,126.9974918
2134,후암스테이지,2,115,"1관 (구. 마라카 3관, 오씨어터)
2관","115
0",민간(대학로),0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가),37.5828114,127.0013435
2135,후암스튜디오(후암아트홀),1,170,후암스튜디오(후암아트홀),170,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가),37.5828114,127.0013435
2136,후암씨어터(콘텐츠룸),1,209,후암씨어터(콘텐츠룸),209,민간(대학로),0,서울,종로구,서울특별시 종로구 대학로11길 23 (명륜4가),37.5828114,127.0013435
2138,후케즈,1,140,공연장,140,민간(대학로 외),0,서울,영등포구,서울특별시 영등포구 경인로 715(문래동2가),37.5127723,126.8930828
2139,흰물결아트센터,3,975,"화이트홀
아트홀
예술극장","475
200
300",민간(대학로 외),2007,서울,서초구,서울특별시 서초구 반포대로 150 (서초동),37.4934292,127.0072492
2140,히브루스홀,1,0,히브루스홀,0,민간(대학로 외),0,서울,마포구,서울특별시 마포구 서강로 144(노고산동),37.5543865,126.9377806