주제분류,문화시설명,주소,위도,경도
미술관,가나아트센터,서울  종로구 평창동  평창30길 28,37.6121853,126.9750798
공연장,KT&G상상마당 대치,"서울  강남구 대치동  영동대로 416, 코스모타워 3층",37.5069075,127.0650936
미술관,KT&G 상상마당 갤러리,서울특별시 마포구 어울마당로 65,37.5509577,126.921063
공연장,KT체임버홀,서울시 양천구 목동서로 201,37.52945987,126.8711177
미술관,킵인터치,서울특별시 종로구 북촌로1길 13,37.57731339,126.9849464
기타,상촌재,서울특별시 종로구 자하문로17길 12-11,37.5818557,126.9696776
도서관,구로구립 글마루한옥어린이도서관,서울특별시 구로구 고척로27바길 7,37.50691506,126.8456366
기타,우리은행 본점,서울특별시 중구 소공로 51,37.55943835,126.981751
기타,서울책보고,서울특별시 송파구 신천동 14,37.5223926,127.102983
기타,유담헌,서울특별시 종로구 북촌로 76,37.5835776,126.9853994
도서관,용산 백합어린이도서관,서울특별시 용산구 후암로15길 19-22,37.54872075,126.9768001
기타,성동문화재단,서울특별시 성동구 고산자로10길 9,37.55917988,127.0349607
도서관,용산구 효창사랑 작은도서관,서울특별시 용산구 효창원로 160,37.54229828,126.962833
도서관,금천구립독산도서관,서울특별시 금천구 독산로54길 114,37.46758019,126.9081059
기타,서울생각마루,자양동 97-5,37.53100839,127.0642253
도서관,서울휴먼라이브러리,서울특별시 동대문구 서울시립대로 163 서울시립대학교,37.58388985,127.058782
미술관,동덕아트갤러리,서울특별시 종로구 우정국로 68,37.57493292,126.9833159
미술관,동호갤러리,서울특별시 종로구 인사동7길 12,37.57306784,126.9852192
문화원,국기원,서울 강남구 테헤란로7길 32,37.5019899,127.03031
미술관,토포하우스,서울특별시 종로구 인사동11길 6,37.57409513,126.9843245
문화예술회관,아트하우스 모모,서울특별시 서대문구 이화여대길 52,37.56446452,126.9502888
공연장,폼텍웍스홀,서울특별시 마포구 잔다리로3길 34,37.5506957,126.9179163
박물관/기념관,서울함 공원,서울특별시 마포구 마포나루길 407,37.55578806,126.8939537
도서관,강남구립역삼도서관,서울특별시 강남구 역삼로7길 16,37.49537384,127.0332825
미술관,코리아나미술관,서울특별시 강남구 언주로 827,37.52406916,127.032811
공연장,여의도한강공원물빛무대,서울 영등포구 여의도동 84-1,37.53287894,126.9291297
박물관/기념관,서울하수도과학관,서울 성동구 용답동 250-7,37.5570865,127.0580683
기타,사각사각 플레이스,서울특별시 송파구 한가람로 65,37.51762763,127.0867365
도서관,강동구립천호도서관,서울특별시 강동구 성안로31마길 1,37.54052196,127.1340837
기타,용산구 남영동 자치회관,서울특별시 용산구 두텁바위로 25,37.54577435,126.9748244
기타,용산구 원효로1동 자치회관,서울특별시 용산구 백범로 350,37.53724193,126.9676267
기타,용산구 원효로2동 자치회관,서울특별시 용산구 효창원로8길 3,37.53435322,126.9515483
기타,용산구 효창동 자치회관,서울특별시 용산구 효창원로 161,37.54250925,126.96184
공연장,홍익대 대학로 아트센터,서울특별시 종로구 대학로 57,37.57655858,127.00145
미술관,공갤러리,서울  종로구 인사동 23-2 2-2 (인사동),37.5727833,126.9865375
박물관/기념관,농업박물관,서울  중구 충정로1가 100-707 ),37.5668447,126.9683226
문화원,장충체육관,서울  중구 장충동2가 220-102,37.5581865,127.00679
박물관/기념관,동국대학교 박물관,서울  중구 필동3가 26,37.5582533,127.0023443
박물관/기념관,몽촌역사관,서울 송파구 올림픽로 424,37.5238852,127.1243709
미술관,갤러리 JJ,서울특별시 강남구 논현로 745,37.5183075,127.0283879
도서관,동대문구 답십리도서관,서울특별시 동대문구 서울시립대로4길 75,37.57319264,127.0503605
문화원,노원문화원,서울특별시 노원구 동일로197길 24,37.62879899,127.0698009
기타,이건하우스,서울특별시 마포구 동교로 161,37.55596416,126.9197039
기타,중랑평생학습관,서울특별시 중랑구 망우로67길 10,37.60056074,127.1014872
기타,간송미술문화재단,서울특별시 중구 을지로 281,37.56741128,127.010889
도서관,구로구립개봉어린이도서관,"서울특별시 구로구 경인로 318-15 2, 3층",37.49674308,126.855912
도서관,동대문구 정보화도서관,서울특별시 동대문구 회기로10길 60,37.58996951,127.0472897
미술관,OCI미술관,서울특별시 종로구 우정국로 45-14,37.57323951,126.9821283
박물관/기념관,쉼박물관,서울  종로구 홍지동 36-20 ),37.59949,126.955663
박물관/기념관,서울올림픽기념관,서울특별시 송파구 올림픽로 424,37.5203397,127.1155179
박물관/기념관,이화여자대학교 박물관,서울특별시 서대문구 이화여대길 52,37.56446452,126.9502888
박물관/기념관,한국금융사박물관,서울  중구 태평로1가 62-12 ),37.5686681,126.9764215
미술관,성북구립 최만린미술관,서울특별시 성북구 솔샘로7길 23,37.61065934,127.0042902
공연장,아이러브아트센터,서울특별시 강남구 압구정로32길 30,37.52579008,127.029757
도서관,구립상림도서관,서울특별시 은평구 진관4로 48-25,37.64421599,126.9289424
도서관,강남구립청담도서관,서울특별시 강남구 압구정로79길 26  청담동주민센터  7층,37.52509058,127.0492919
도서관,금천구립시흥도서관,서울특별시 금천구 금하로 764,37.44963195,126.9146119
기타,서울자유시민대학,1-1 서울자유시민대학,37.570787,126.966338
도서관,성동구립용답도서관,서울특별시 성동구 용답동 용답중앙3길 10,37.566684,127.051297
도서관,강남구립논현도서관,서울특별시 강남구 학동로43길 17,37.51727791,127.0371879
도서관,강남구립즐거운도서관,서울특별시 강남구 도곡로77길 23,37.49972884,127.0578474
기타,서울문화예술철도 영등포시장역(아트온더무브),서울특별시 영등포구 양산로 지하 200,37.52273452,126.9049592
박물관/기념관,서울금성당 샤머니즘박물관,서울특별시 은평구 진관2로 57-23,37.63513448,126.9253782
문화예술회관,용산공예관,서울특별시 용산구 이태원로 274,37.53902726,127.0020755
도서관,금천구립도서관,서울  금천구 독산동 375-2 ),37.4675724,126.9080685
도서관,동대문도서관,서울특별시 동대문구 천호대로4길 22,37.57385655,127.0241852
기타,서울로 7017,서울특별시 중구 만리동1가 1,37.55490866,126.9674335
공연장,오유아트홀,서울특별시 강남구 남부순환로378길 34-9,37.48369956,127.0464155
도서관,아름꿈도서관,서울특별시 종로구 종로58가길 19(숭인동),37.57269758,127.0171158
미술관,갤러리 비선재,서울특별시 용산구 유엔빌리지3길 54-14,37.53576326,127.0142785
기타,용산구 한강로동 자치회관,서울특별시 용산구 한강대로30길 21,37.52743913,126.9679658
공연장,강남구립행복한도서관,서울특별시 강남구 영동대로65길 24,37.50230604,127.0641871
도서관,강남구립역삼푸른솔도서관,서울특별시 강남구 테헤란로8길 36,37.49649864,127.03203
도서관,강남구립못골도서관,서울특별시 강남구 자곡로 116,37.47153801,127.0965826
기타,숭인제1동 자치회관,서울시 종로구 종로65길 10,37.57519472,127.0197653
도서관,금천구립금나래도서관,서울특별시 금천구 시흥대로73길 70,37.45706565,126.8960369
미술관,서리풀청년아트갤러리,"서울특별시 서초구 남부순환로323길 1, 에술의전당 앞 지하보도",37.48113823,127.013504
기타,현대카드 스토리지,서울특별시 용산구 이태원로 248,37.53681055,127.0008661
도서관,용산구립청파도서관,서울특별시 용산구 청파로93길 27,37.55392482,126.9676059
기타,SETEC전시장,서울  강남구 대치동 514,37.49578919,127.0717943
공연장,국립극단 백성희장민호극장,서울특별시 용산구 청파로 373,37.55314654,126.9682794
박물관/기념관,한국가구박물관,서울특별시 성북구 대사관로 121,37.60037831,126.9934492
공연장,팝콘D스퀘어,서울특별시 용산구 한강대로23길 55,37.5297718,126.9647415
공연장,대원 콘텐츠 라이브,서울특별시 용산구 한강대로23길 55,37.5297718,126.9647415
도서관,월곡꿈그림도서관,서울특별시 성북구 화랑로13길 17 월곡꿈그림도서관,37.6041693,127.0420713
박물관/기념관,한양대학교 박물관,서울특별시 성동구 왕십리로 222,37.55450355,127.0466112
도서관,우리소리도서관,서울특별시 종로구 삼일대로30길 47,37.57448239,126.9902329
공연장,예스24 라이브홀,서울특별시 광진구 구천면로 20,37.54572677,127.1079679
미술관,BHAK,서울특별시 용산구 한남대로40길 19,37.54288685,127.0032009
박물관/기념관,전쟁기념관,서울특별시 용산구 이태원로 29,37.53731405,126.9784661
박물관/기념관,덕성여자대학교 박물관,서울특별시 도봉구 삼양로144길 33,37.65247041,127.0158349
박물관/기념관,도산안창호 기념관,서울 강남구 도산대로 45길 20 도산안창호기념관,37.5239978,127.0356302
박물관/기념관,김희수아트센터,서울특별시 동대문구 홍릉로 118,37.59051371,127.0430477
기타,국립박물관문화재단,서울특별시 용산구 서빙고로 137,37.52470224,126.9777402
도서관,용산 고래이야기 작은도서관,서울특별시 용산구 효창원로 157,37.54190885,126.9616452
공연장,수색동 주민센터(다목적실),서울 은평구 수색로 280 (수색동) 수색동 자치회관,37.58416548,126.897566
공연장,서울특별시 청년허브,서울특별시 은평구 통일로 684,37.60940705,126.9349539
기타,중랑마을지원센터,망우로 55길 19 2층,37.59894587,127.0931053
미술관,서울시립미술관 서소문본관,서울특별시 중구 덕수궁길 61,37.56410607,126.9736993
박물관/기념관,경찰박물관,서울  종로구 신문로2가 58 ),37.5690096,126.9696222
박물관/기념관,국립민속박물관,서울특별시 종로구 삼청로 37,37.58167453,126.97889
박물관/기념관,한국은행 화폐금융박물관,서울  중구 남대문로3가 110 ),37.5620607,126.9805213
기타,노원구민체육센터,서울  노원구 중계동 507-3 ),37.6481321,127.070725
박물관/기념관,코리아나 화장박물관,강남구 언주로 827,37.52450168,127.0326936
공연장,롯데월드 시네마,서울특별시 송파구 올림픽로 300,37.51375196,127.1044469
기타,윤동주문학관,서울특별시 종로구 창의문로 119(청운동),37.5920259,126.9669236
도서관,구로구립 온누리도서관,구로중앙로27나길 9 (구로동 443번지) 온누리관 4층,37.49689123,126.8859561
도서관,세곡도서관,서울 강남구 밤고개로 286 세곡문화센터 2층 세곡도서관,37.46857738,127.106938
기타,서울시창작공간,서울 동대문구 청계천로 517,37.571509,127.0337136
도서관,도봉문화재단 쌍문채움도서관,서울특별시 도봉구 우이천로 340,37.64704212,127.0262302
도서관,국립어린이청소년 도서관,서울특별시 강남구 테헤란로7길 21,37.50090193,127.0296765
박물관/기념관,한국천주교순교자박물관,서울특별시 마포구 토정로 6,37.54413544,126.9117936
기타,장안평 자동차산업 종합정보센터,서울특별시 성동구 자동차시장1길 64,37.56032466,127.064517
기타,관악청소년센터,서울특별시 관악구 신림로23길 17,37.4702439,126.9352433
기타,관악구청,서울특별시 관악구 관악로 145,37.47820977,126.9515032
문화원,서초문화원,서울특별시 서초구 강남대로 201 서초문화예술회관 2층 서초문화원,37.4818291,127.0359583
박물관/기념관,안중근의사기념관,서울  중구 남대문로5가 471 ),37.5534654,126.9803691
박물관/기념관,서울교육사료관,서울  종로구 화동 2 ),37.579777,126.9832525
공연장,건국대학교 새천년대공연장,서울특별시 광진구 능동로 120,37.53918267,127.0747119
도서관,양천도서관,서울특별시 양천구 목동서로 113,37.5335602,126.8762308
문화원,몽골 울란바타르 문화진흥원,서울특별시 광진구 광장로 1,37.54554942,127.0982047
미술관,디지털 파빌리온,서울특별시 마포구 월드컵북로 396,37.57942834,126.889783
박물관/기념관,서울역사박물관,서울  종로구 새문안로 55,37.5701434,126.9704375
문화예술회관,돈화문 서울무형문화재교육전시장,서울특별시 종로구 율곡로 10길 13,37.57693514,126.9911045
문화원,구립마포청소년문화의집,서울시 마포구 상암산로 1길 67 마포청소년문화의집,37.5804167,126.884
기타,용산 꿈나무 종합타운,서울특별시 용산구 백범로 329,37.53890263,126.9650145
기타,세운협업지원센터,서울특별시 종로구 청계천로 159,37.56928143,126.9952397
문화예술회관,서울생활문화센터 서교,서울특별시 마포구 양화로 72 효성해링턴타워 지하1층-지하2층,37.55080217,126.9167159
기타,한강공원,서울특별시 성동구 강변북로 257,37.53893287,127.0417291
기타,서울시립과학관,서울특별시 노원구 한글비석로 160,37.64199411,127.0774371
미술관,구슬모아당구장,서울특별시 용산구 독서당로 85,37.53465828,127.0098071
박물관/기념관,서울한방진흥센터 서울약령시한의약박물관,서울특별시 동대문구 약령중앙로 26,37.58059996,127.0375862
미술관,스페이스 신선,서울특별시 용산구 이태원로 256,37.53736772,127.0012746
미술관,갤러리비케이 이태원,서울특별시 용산구 이태원로42길 56,37.53695713,127.0012964
도서관,구립구산동도서관마을,서울특별시 은평구 연서로13길 29-23,37.60951019,126.9130879
미술관,국립현대미술관 덕수궁관,서울시 중구 세종대로 99(정동) 덕수궁 내,37.56616914,126.9739845
공연장,신도림 오페라하우스,서울시 구로구 구로동 3-39,37.5079891,126.8909248
미술관,갤러리현대,서울 종로구 삼청로 14 갤러리현대,37.57730568,126.9798233
박물관/기념관,서강대학교 박물관,서울특별시 마포구 백범로 35,37.55146931,126.943025
공연장,롯데시네마 노원,서울특별시 노원구 동일로 1414,37.65527873,127.0613917
공연장,상봉시네마,서울  중랑구 상봉동 92-2 ),37.5967167,127.0890973
박물관/기념관,전기박물관,서울특별시 서초구 효령로72길 60,37.48560466,127.0280788
공연장,빈집프로젝트,서울특별시 금천구 독산로96길 6,37.47491177,126.9038834
공연장,영산양재홀,서울특별시 서초구 바우뫼로37길 45,37.48048538,127.0384175
박물관/기념관,서울암사동유적,서울특별시 강동구 올림픽로 875,37.55985381,127.1308316
기타,동작구 문화관광,서울 동작구 노량진동 47-2 ,,
기타,언더스탠드에비뉴,서울특별시 성동구 왕십리로 63,37.5436228,127.0435859
기타,서울역사편찬원,서울  송파구 방이동  88-3,37.521846,127.1242086
기타,문화비축기지,서울  마포구 성산동 661  증산로 87,37.57034561,126.8950312
도서관,강남구립도곡정보문화도서관,서울특별시 강남구 도곡로18길 57,37.48831184,127.0388787
박물관/기념관,신문박물관PRESSEUM,"서울 종로구 세종대로 152 일민미술관건물 5층, 6층",37.56986776,126.9776571
미술관,갤러리 세줄,서울  종로구 평창동 464-13 ),37.6134132,126.9751579
기타,조계사,서울특별시 종로구 우정국로 55,37.57389314,126.9818817
공연장,서울아트시네마,서울특별시 중구 정동길 3,37.56817327,126.9699761
공연장,부암아트,서울특별시 종로구 자하문로 242,37.59573627,126.9641147
공연장,세실극장,서울  중구 정동 3-7,37.5667574,126.9757243
문화예술회관,장지공방,서울특별시 송파구 충민로 10 가든파이브 툴관 3층 E30,37.47861741,127.1191082
미술관,김세중미술관,서울특별시 용산구 효창원로70길 35,37.54201785,126.9638828
미술관,Art Space Loo,서울특별시 용산구 한강대로44길 5,37.53113488,126.9705005
기타,삼각산시민청 2동,서울특별시 강북구 삼양로 595,37.65615469,127.0130917
기타,시립용산노인종합복지관,서울특별시 용산구 독서당로11길 16,37.53133868,127.006498
기타,삼청각,서울특별시 성북구 대사관로 3,37.59728217,126.9835263
공연장,밀알학교 세라믹 팔레스홀,서울시 강남구 일원로 90,37.4858171,127.0824692
기타,금나래갤러리,서울특별시 금천구 시흥대로73길 70,37.45706565,126.8960369
도서관,송파어린이도서관,서울특별시 송파구 올림픽로 105,37.51210207,127.0824292
박물관/기념관,가톨릭대학교 전례박물관,서울  종로구 혜화동 90-1 ),37.5850448,127.004623
미술관,동산방화랑,서울특별시 종로구 인사동9길 35,37.57292776,126.9833776
기타,충무로영상센터 오!재미동,서울특별시 중구 퇴계로 199,37.56117313,126.99411
기타,구의아리수문화재,서울특별시 광진구 광나루로 571 구의아리수정수센터,37.54421954,127.0929693
기타,옹기테마공원 체험장,서울특별시 중랑구 신내로21길 116,37.61264804,127.088524
기타,연희문학창작촌,서울 서대문구 증가로2길 6-7,37.57167312,126.9309538
박물관/기념관,성북선잠박물관,서울특별시 성북구 성북로 96,37.59321623,126.9982393
공연장,경향아트힐 2층 썬앤문 전용관,서울특별시 중구 정동길 3,37.5680003,126.9697239
미술관,두산갤러리,서울특별시 종로구 종로33길 15,37.57181233,127.0010001
도서관,마포구립서강도서관,서울 마포구 독막로 165,37.5477397,126.9320894
박물관/기념관,경희대학교 자연사박물관,서울특별시 동대문구 경희대로 26,37.59394914,127.054891
박물관/기념관,우면산관문사,서울특별시 서초구 바우뫼로7길 111,37.47375033,127.0222823
박물관/기념관,동덕여자대학교 박물관,서울특별시 성북구 화랑로13길 60,37.60681483,127.0411763
기타,신당창작아케이드,서울 중구 마장로 87,37.5673552,127.0195172
문화원,주한이탈리아문화원,서울특별시 용산구 한남대로 98,37.53716704,127.0055166
문화원,일본공보문화원,서울  종로구 운니동 114-8,37.5768328,126.9866725
문화원,주한중국문화원,서울특별시 종로구 사직로8길 23-1,37.57460392,126.971348
미술관,경인미술관,서울특별시 종로구 인사동10길 11,37.57428279,126.9856136
공연장,동대문 디자인 플라자,서울특별시 중구 을지로 281,37.56681313,127.0096257
공연장,CKL 스테이지,서울특별시 중구 청계천로 40,37.56852759,126.9816265
도서관,구로구립 하늘도서관,서울특별시 구로구 구로동로13길 68,37.48737567,126.8813483
도서관,구로구립궁동어린이도서관,서울특별시 구로구 오리로 1352,37.50221091,126.8292614
기타,문래예술공장,서울 영등포구 경인로88길 5-4,37.51322307,126.9001378
기타,공릉청소년문화정보센터,서울특별시 노원구 노원로1나길 10,37.6215862,127.0830657
문화원,반포잠원교육지원센터,서울특별시 서초구 사평대로 273,37.50509404,127.0133786
공연장,성암아트홀,서울  강남구 논현동 268-16,37.5110475,127.0429711
공연장,파랑새극장,서울특별시 종로구 대학로 116,37.58153269,127.0023365
미술관,관훈갤러리,서울특별시 종로구 인사동11길 11,37.57379915,126.984244
미술관,금호미술관,서울특별시 종로구 삼청로 18,37.57746671,126.9799128
도서관,정독도서관,서울  종로구 화동  북촌로5길 48,37.5810398,126.9829524
공연장,국립중앙박물관 극장 용,서울특별시 용산구 서빙고로 137,37.52470224,126.9777402
박물관/기념관,숙명여자대학교 박물관,서울특별시 용산구 청파로47길 99,37.54383249,126.9654584
박물관/기념관,이화여고 100주년기념관,서울  중구,37.5662346,126.9706692
미술관,토탈미술관,서울  종로구 평창동 465-2 ),37.6121236,126.9756892
공연장,열린극장,서울특별시 종로구 창경궁로 258-12,37.58370537,127.0003565
문화예술회관,양천문화회관,서울  양천구 신정동 322 ),37.5164888,126.8631233
도서관,강남도서관,서울 강남구 선릉로116길 45,37.5137356,127.0469916
미술관,일민미술관,서울특별시 종로구 세종대로 152,37.56986776,126.9776571
도서관,강동도서관,서울특별시 강동구 양재대로116길 57,37.53808297,127.1435009
도서관,강북문화정보도서관,서울시 강북구 오현로 145,37.6251737,127.036125
미술관,어반아트,서울시 용산구 소월로 44길 7,37.5207027,127.0230798
미술관,예맥,서울  종로구 소격동 87-1 ),37.5800043,126.9809602
공연장,김동수플레이하우스,서울  종로구 연건동 178-1 ),37.5765,127.0025375
미술관,갤러리미즈,서울특별시 종로구 삼일대로 461,37.57559548,126.985829
공연장,블루레인 라운지,서울특별시 종로구 율곡로 228,37.57579647,127.003949
미술관,아트사이드 갤러리,서울특별시 종로구 자하문로6길 15,37.57826837,126.972946
박물관/기념관,화정박물관,서울  종로구 평창동   평창8길 3,37.6046985,126.9659264
기타,노원청소년수련관,서울  노원구 상계동 772 ),37.6403878,127.0597454
공연장,동숭아트센터,서울특별시 종로구 동숭길 122,37.583699,127.0037167
박물관/기념관,이화여자대학교 자연사박물관,서울특별시 서대문구 이화여대길 52,37.56446452,126.9502888
공연장,서울시립대학교 박물관,서울  동대문구 회기동 90,37.5831425,127.0568383
도서관,노원평생학습관,서울특별시 노원구 동일로204길 13,37.63951386,127.0678213
미술관,롯데화랑(본점),서울  중구 소공동 1 ),37.5653936,126.9808087
공연장,영산아트홀,서울특별시 영등포구 여의공원로 101,37.52927196,126.9248927
미술관,소마미술관,서울특별시 송파구 위례성대로 51,37.51686487,127.1181845
공연장,강동어린이회관아이누리홀,서울특별시 강동구 성내로6길 16 (성내동),37.529163,127.122469
박물관/기념관,초전섬유 퀼트박물관,서울  중구 남산동1가 20 ),37.5580718,126.984193
박물관/기념관,지구촌 민속박물관,서울  중구 회현동1가 100-177 ),37.5545569,126.9814096
공연장,예술의 전당,서울특별시 서초구 남부순환로 2406,37.4802402,127.0142152
공연장,극단연우무대,"서울  종로구 혜화동  창경궁로35길 21, 다림빌딩 지하 연우 소극장",37.586966,127.0017811
공연장,글로브극장,"서울  종로구 연건동  대학로 60, 동마루빌딩 4층",37.5765,127.0025375
미술관,조선일보미술관,서울  중구 태평로1가 61-28 ),37.5679682,126.9751842
미술관,조형갤러리,"서울  종로구 인사동 194-27 5길 29, 태화빌딩 B1 (인사동)",37.571933,126.984788
미술관,카이스갤러리,서울특별시 강남구 언주로174길 13,37.5284647,127.0350237
공연장,백암아트홀,서울 강남구 테헤란로113길 7 백암아트센터,37.5103944,127.066052
미술관,pkm gallery,서울  종로구 화동  율곡로3길 74-9,37.5840972,126.9800724
공연장,모시는 사람들,서울  종로구 혜화동 74-38 ),37.586634,127.0004776
공연장,뮤지컬점프,서울특별시 중구 마른내로 47,37.56470562,126.9932142
공연장,모차르트홀,서울특별시 서초구 명달로 104,37.48641666,127.0045249
문화원,목동운동장,서울  양천구 목동 914  ),37.530093,126.8818961
문화원,서울월드컵경기장,서울  마포구 성산동 526-3 ),37.5682553,126.8972733
미술관,갤러리 룩스,서울특별시 종로구 필운대로7길 12,37.58159654,126.9678575
기타,문화철도 959,서울특별시 구로구 경인로 688,37.50903532,126.8911871
공연장,대한극장,서울  중구 충무로4가 125 ),37.5611944,126.9953324
미술관,표갤러리,서울특별시 종로구 자하문로5길 18-4,37.5778945,126.9708296
공연장,아리랑 씨네센터,서울특별시 성북구 아리랑로 82,37.60011909,127.0138937
미술관,덕원갤러리,서울  종로구 인사동 15  길 24 (인사동),37.5729412,126.9865174
미술관,덕수궁미술관,서울  중구 정동 5-1 ),37.5658456,126.9737396
기타,서울 애니메이션 센터,서울 중구 소공로 48,37.5585092,126.9879162
미술관,예화랑,서울 강남구 가로수길 73,37.5228454,127.0222649
박물관/기념관,육군박물관,서울 노원구 공릉동 107-51,37.62366788,127.0906071
기타,대학로연습실,서울 종로구 동숭길117 한석빌딩 1층,37.5831603,127.0034413
공연장,국립국악원,서울특별시 서초구 남부순환로 2364,37.47771881,127.0098185
공연장,국립중앙극장,서울  중구 장충동2가 14-67 ),37.5526708,126.9996175
박물관/기념관,국립서울과학관,서울  종로구 와룡동 110-360 ),37.5820426,126.9971614
박물관/기념관,서울대학교 치과대학 치의학 박물관,서울  종로구 연건동 110-749 ),37.5768763,126.9997812
공연장,금호아트홀 연세,서울 서대문구 연세로 50 연세대학교 백양누리 지하 1층 금호아트홀 연세,37.56605084,126.9439162
문화예술회관,나루아트센터,서울  광진구 자양동 227-344  ),37.5376439,127.0706037
공연장,대학로극장,서울  종로구 연건동 178-1 ),37.5765,127.0025375
미술관,갤러리원,서울특별시 강남구 압구정로71길 14,37.52751645,127.0459008
미술관,대림미술관,서울  종로구 통의동 35-1 ),37.5775335,126.9733591
미술관,아트센터 나비,서울 종로구 종로 26 SK 서린동빌딩,37.56969128,126.9803037
기타,꼬스트홀,서울  중구 명동2가 1-1 ),37.5632657,126.986736
미술관,선갤러리,서울  종로구 인사동 184 5길 8 (인사동),37.5729269,126.9856937
미술관,성곡미술관,서울  종로구 신문로2가 1-101 ),37.5732338,126.9694964
박물관/기념관,한국영화박물관,서울특별시 마포구 월드컵북로 400,37.58065618,126.8898393
박물관/기념관,세계장신구 박물관 (World Jewellery Museum),서울  종로구 화동 75-3 ),37.5809998,126.9818207
박물관/기념관,서울약령시한의약박물관,서울  동대문구 용두동 787 ),37.5777688,127.0377656
미술관,환기미술관,서울특별시 종로구 자하문로40길 63,37.59408777,126.9661137
미술관,북촌박물관,서울특별시 종로구 북촌로 39,37.58043233,126.984767
박물관/기념관,샬트르성바오로수녀회 역사박물관,서울  중구 명동2가 1-6 ),37.5624324,126.9880625
박물관/기념관,연세대학교신촌캠퍼스박물관,서울특별시 서대문구 연세로 50,37.56605084,126.9439162
박물관/기념관,숙명여자대학교 정영양자수박물관,서울특별시 용산구 청파로47길 100,37.54547408,126.9650744
박물관/기념관,백범김구기념관,서울특별시 용산구 임정로 26,37.54427794,126.959253
박물관/기념관,보나장신구박물관,서울특별시 종로구 인사동길 9,37.57167906,126.9868412
박물관/기념관,한국불교역사 문화기념관,서울특별시 종로구 우정국로 55,37.57389314,126.9818817
공연장,서울놀이마당,서울특별시 송파구 잠실로 124,37.50936664,127.0981982
박물관/기념관,상명대학교 박물관,서울  종로구 홍지동 110-743 ),37.6027666,126.9551533
