id,left,top,right,bottom,유휴공연장,디지털배움터,배리어프리1,배리어프리2,배리어프리3
566,953035.230199999990873,1959987.158199999947101,954035.230199999990873,1958987.158199999947101,0,0,0,0,0
567,953035.230199999990873,1958987.158199999947101,954035.230199999990873,1957987.158199999947101,0,0,0,0,0
456,949035.230199999990873,1945987.158199999947101,950035.230199999990873,1944987.158199999947101,0,0,0,0,0
457,949035.230199999990873,1944987.158199999947101,950035.230199999990873,1943987.158199999947101,0,0,0,0,0
458,949035.230199999990873,1943987.158199999947101,950035.230199999990873,1942987.158199999947101,1,0,0,0,0
459,949035.230199999990873,1942987.158199999947101,950035.230199999990873,1941987.158199999947101,0,0,0,1,0
460,949035.230199999990873,1941987.158199999947101,950035.230199999990873,1940987.158199999947101,0,0,0,0,0
461,949035.230199999990873,1940987.158199999947101,950035.230199999990873,1939987.158199999947101,0,1,0,0,0
462,949035.230199999990873,1939987.158199999947101,950035.230199999990873,1938987.158199999947101,0,0,0,0,0
463,949035.230199999990873,1938987.158199999947101,950035.230199999990873,1937987.158199999947101,0,0,0,0,0
448,949035.230199999990873,1953987.158199999947101,950035.230199999990873,1952987.158199999947101,0,0,0,0,0
449,949035.230199999990873,1952987.158199999947101,950035.230199999990873,1951987.158199999947101,0,0,0,0,0
450,949035.230199999990873,1951987.158199999947101,950035.230199999990873,1950987.158199999947101,0,0,0,0,0
451,949035.230199999990873,1950987.158199999947101,950035.230199999990873,1949987.158199999947101,0,0,0,0,0
452,949035.230199999990873,1949987.158199999947101,950035.230199999990873,1948987.158199999947101,0,0,0,0,0
453,949035.230199999990873,1948987.158199999947101,950035.230199999990873,1947987.158199999947101,0,0,0,0,0
454,949035.230199999990873,1947987.158199999947101,950035.230199999990873,1946987.158199999947101,0,0,0,0,0
455,949035.230199999990873,1946987.158199999947101,950035.230199999990873,1945987.158199999947101,0,0,0,0,0
472,950035.230199999990873,1960987.158199999947101,951035.230199999990873,1959987.158199999947101,0,0,0,0,0
473,950035.230199999990873,1959987.158199999947101,951035.230199999990873,1958987.158199999947101,0,0,0,0,0
474,950035.230199999990873,1958987.158199999947101,951035.230199999990873,1957987.158199999947101,0,0,0,0,0
475,950035.230199999990873,1957987.158199999947101,951035.230199999990873,1956987.158199999947101,0,0,0,0,0
476,950035.230199999990873,1956987.158199999947101,951035.230199999990873,1955987.158199999947101,0,0,0,0,0
477,950035.230199999990873,1955987.158199999947101,951035.230199999990873,1954987.158199999947101,0,0,0,0,0
478,950035.230199999990873,1954987.158199999947101,951035.230199999990873,1953987.158199999947101,0,0,0,0,0
479,950035.230199999990873,1953987.158199999947101,951035.230199999990873,1952987.158199999947101,0,0,0,0,0
470,950035.230199999990873,1962987.158199999947101,951035.230199999990873,1961987.158199999947101,0,0,0,0,0
471,950035.230199999990873,1961987.158199999947101,951035.230199999990873,1960987.158199999947101,0,0,0,0,0
488,950035.230199999990873,1944987.158199999947101,951035.230199999990873,1943987.158199999947101,0,0,0,0,0
489,950035.230199999990873,1943987.158199999947101,951035.230199999990873,1942987.158199999947101,0,0,0,0,0
490,950035.230199999990873,1942987.158199999947101,951035.230199999990873,1941987.158199999947101,0,0,0,0,0
491,950035.230199999990873,1941987.158199999947101,951035.230199999990873,1940987.158199999947101,1,0,0,0,0
492,950035.230199999990873,1940987.158199999947101,951035.230199999990873,1939987.158199999947101,0,0,0,0,0
493,950035.230199999990873,1939987.158199999947101,951035.230199999990873,1938987.158199999947101,0,0,0,0,0
494,950035.230199999990873,1938987.158199999947101,951035.230199999990873,1937987.158199999947101,0,0,0,0,0
495,950035.230199999990873,1937987.158199999947101,951035.230199999990873,1936987.158199999947101,0,0,0,0,0
480,950035.230199999990873,1952987.158199999947101,951035.230199999990873,1951987.158199999947101,0,0,0,0,0
481,950035.230199999990873,1951987.158199999947101,951035.230199999990873,1950987.158199999947101,0,0,0,0,0
482,950035.230199999990873,1950987.158199999947101,951035.230199999990873,1949987.158199999947101,0,0,0,0,0
483,950035.230199999990873,1949987.158199999947101,951035.230199999990873,1948987.158199999947101,0,0,0,0,0
484,950035.230199999990873,1948987.158199999947101,951035.230199999990873,1947987.158199999947101,0,0,0,0,0
485,950035.230199999990873,1947987.158199999947101,951035.230199999990873,1946987.158199999947101,0,0,0,0,0
486,950035.230199999990873,1946987.158199999947101,951035.230199999990873,1945987.158199999947101,0,0,0,0,0
487,950035.230199999990873,1945987.158199999947101,951035.230199999990873,1944987.158199999947101,0,0,0,0,0
504,951035.230199999990873,1959987.158199999947101,952035.230199999990873,1958987.158199999947101,0,0,0,0,0
505,951035.230199999990873,1958987.158199999947101,952035.230199999990873,1957987.158199999947101,0,0,0,0,0
506,951035.230199999990873,1957987.158199999947101,952035.230199999990873,1956987.158199999947101,0,0,0,0,0
507,951035.230199999990873,1956987.158199999947101,952035.230199999990873,1955987.158199999947101,0,0,0,0,0
508,951035.230199999990873,1955987.158199999947101,952035.230199999990873,1954987.158199999947101,0,0,0,0,0
509,951035.230199999990873,1954987.158199999947101,952035.230199999990873,1953987.158199999947101,0,0,0,0,0
510,951035.230199999990873,1953987.158199999947101,952035.230199999990873,1952987.158199999947101,0,0,0,0,0
511,951035.230199999990873,1952987.158199999947101,952035.230199999990873,1951987.158199999947101,0,0,0,0,0
501,951035.230199999990873,1962987.158199999947101,952035.230199999990873,1961987.158199999947101,0,0,0,0,0
502,951035.230199999990873,1961987.158199999947101,952035.230199999990873,1960987.158199999947101,0,0,0,0,0
503,951035.230199999990873,1960987.158199999947101,952035.230199999990873,1959987.158199999947101,0,0,0,0,0
392,947035.230199999990873,1947987.158199999947101,948035.230199999990873,1946987.158199999947101,0,0,0,0,0
393,947035.230199999990873,1946987.158199999947101,948035.230199999990873,1945987.158199999947101,0,0,0,0,0
394,947035.230199999990873,1945987.158199999947101,948035.230199999990873,1944987.158199999947101,0,0,0,0,0
395,947035.230199999990873,1944987.158199999947101,948035.230199999990873,1943987.158199999947101,0,0,0,0,0
396,947035.230199999990873,1943987.158199999947101,948035.230199999990873,1942987.158199999947101,0,0,0,0,0
397,947035.230199999990873,1942987.158199999947101,948035.230199999990873,1941987.158199999947101,0,0,0,0,0
398,947035.230199999990873,1941987.158199999947101,948035.230199999990873,1940987.158199999947101,0,0,0,0,0
399,947035.230199999990873,1940987.158199999947101,948035.230199999990873,1939987.158199999947101,0,1,0,0,0
384,947035.230199999990873,1955987.158199999947101,948035.230199999990873,1954987.158199999947101,0,0,0,0,0
385,947035.230199999990873,1954987.158199999947101,948035.230199999990873,1953987.158199999947101,0,0,0,0,0
386,947035.230199999990873,1953987.158199999947101,948035.230199999990873,1952987.158199999947101,0,0,0,0,0
387,947035.230199999990873,1952987.158199999947101,948035.230199999990873,1951987.158199999947101,0,0,0,0,0
388,947035.230199999990873,1951987.158199999947101,948035.230199999990873,1950987.158199999947101,0,0,0,0,0
389,947035.230199999990873,1950987.158199999947101,948035.230199999990873,1949987.158199999947101,0,0,0,0,0
390,947035.230199999990873,1949987.158199999947101,948035.230199999990873,1948987.158199999947101,0,0,0,0,0
391,947035.230199999990873,1948987.158199999947101,948035.230199999990873,1947987.158199999947101,0,0,0,0,0
410,948035.230199999990873,1960987.158199999947101,949035.230199999990873,1959987.158199999947101,0,0,0,0,0
411,948035.230199999990873,1959987.158199999947101,949035.230199999990873,1958987.158199999947101,0,0,0,0,0
412,948035.230199999990873,1958987.158199999947101,949035.230199999990873,1957987.158199999947101,0,1,0,0,0
413,948035.230199999990873,1957987.158199999947101,949035.230199999990873,1956987.158199999947101,0,0,0,0,0
414,948035.230199999990873,1956987.158199999947101,949035.230199999990873,1955987.158199999947101,0,2,0,0,0
415,948035.230199999990873,1955987.158199999947101,949035.230199999990873,1954987.158199999947101,0,1,0,0,0
400,947035.230199999990873,1939987.158199999947101,948035.230199999990873,1938987.158199999947101,0,1,0,0,0
401,947035.230199999990873,1938987.158199999947101,948035.230199999990873,1937987.158199999947101,0,0,0,0,0
402,947035.230199999990873,1937987.158199999947101,948035.230199999990873,1936987.158199999947101,0,0,0,0,0
424,948035.230199999990873,1946987.158199999947101,949035.230199999990873,1945987.158199999947101,0,0,0,0,0
425,948035.230199999990873,1945987.158199999947101,949035.230199999990873,1944987.158199999947101,0,0,0,0,0
426,948035.230199999990873,1944987.158199999947101,949035.230199999990873,1943987.158199999947101,0,0,0,0,0
427,948035.230199999990873,1943987.158199999947101,949035.230199999990873,1942987.158199999947101,0,0,0,0,0
428,948035.230199999990873,1942987.158199999947101,949035.230199999990873,1941987.158199999947101,0,2,0,0,0
429,948035.230199999990873,1941987.158199999947101,949035.230199999990873,1940987.158199999947101,0,1,0,0,0
430,948035.230199999990873,1940987.158199999947101,949035.230199999990873,1939987.158199999947101,0,0,0,0,0
431,948035.230199999990873,1939987.158199999947101,949035.230199999990873,1938987.158199999947101,0,0,0,0,0
416,948035.230199999990873,1954987.158199999947101,949035.230199999990873,1953987.158199999947101,0,1,0,0,0
417,948035.230199999990873,1953987.158199999947101,949035.230199999990873,1952987.158199999947101,0,0,0,0,0
418,948035.230199999990873,1952987.158199999947101,949035.230199999990873,1951987.158199999947101,0,0,0,0,0
419,948035.230199999990873,1951987.158199999947101,949035.230199999990873,1950987.158199999947101,0,0,0,0,0
420,948035.230199999990873,1950987.158199999947101,949035.230199999990873,1949987.158199999947101,0,0,0,0,0
421,948035.230199999990873,1949987.158199999947101,949035.230199999990873,1948987.158199999947101,0,0,0,0,0
422,948035.230199999990873,1948987.158199999947101,949035.230199999990873,1947987.158199999947101,0,0,0,0,0
423,948035.230199999990873,1947987.158199999947101,949035.230199999990873,1946987.158199999947101,0,0,0,0,0
440,949035.230199999990873,1961987.158199999947101,950035.230199999990873,1960987.158199999947101,0,0,0,0,0
441,949035.230199999990873,1960987.158199999947101,950035.230199999990873,1959987.158199999947101,0,0,0,0,0
442,949035.230199999990873,1959987.158199999947101,950035.230199999990873,1958987.158199999947101,0,0,0,0,0
443,949035.230199999990873,1958987.158199999947101,950035.230199999990873,1957987.158199999947101,0,0,0,0,0
444,949035.230199999990873,1957987.158199999947101,950035.230199999990873,1956987.158199999947101,0,1,0,0,0
445,949035.230199999990873,1956987.158199999947101,950035.230199999990873,1955987.158199999947101,3,2,0,0,0
446,949035.230199999990873,1955987.158199999947101,950035.230199999990873,1954987.158199999947101,0,0,0,0,0
447,949035.230199999990873,1954987.158199999947101,950035.230199999990873,1953987.158199999947101,0,0,0,0,0
432,948035.230199999990873,1938987.158199999947101,949035.230199999990873,1937987.158199999947101,0,0,0,0,0
433,948035.230199999990873,1937987.158199999947101,949035.230199999990873,1936987.158199999947101,0,0,0,0,0
328,945035.230199999990873,1949987.158199999947101,946035.230199999990873,1948987.158199999947101,0,0,0,0,0
329,945035.230199999990873,1948987.158199999947101,946035.230199999990873,1947987.158199999947101,0,0,0,0,0
330,945035.230199999990873,1947987.158199999947101,946035.230199999990873,1946987.158199999947101,0,0,0,0,0
331,945035.230199999990873,1946987.158199999947101,946035.230199999990873,1945987.158199999947101,0,0,0,0,0
332,945035.230199999990873,1945987.158199999947101,946035.230199999990873,1944987.158199999947101,0,0,0,0,0
333,945035.230199999990873,1944987.158199999947101,946035.230199999990873,1943987.158199999947101,0,0,0,0,0
334,945035.230199999990873,1943987.158199999947101,946035.230199999990873,1942987.158199999947101,0,0,0,0,0
335,945035.230199999990873,1942987.158199999947101,946035.230199999990873,1941987.158199999947101,0,0,0,0,0
322,945035.230199999990873,1955987.158199999947101,946035.230199999990873,1954987.158199999947101,0,0,0,0,0
323,945035.230199999990873,1954987.158199999947101,946035.230199999990873,1953987.158199999947101,0,0,0,0,0
324,945035.230199999990873,1953987.158199999947101,946035.230199999990873,1952987.158199999947101,0,0,0,0,0
325,945035.230199999990873,1952987.158199999947101,946035.230199999990873,1951987.158199999947101,0,0,0,0,0
326,945035.230199999990873,1951987.158199999947101,946035.230199999990873,1950987.158199999947101,0,0,0,0,0
327,945035.230199999990873,1950987.158199999947101,946035.230199999990873,1949987.158199999947101,0,0,0,0,0
336,945035.230199999990873,1941987.158199999947101,946035.230199999990873,1940987.158199999947101,0,0,0,0,0
337,945035.230199999990873,1940987.158199999947101,946035.230199999990873,1939987.158199999947101,0,0,0,0,0
338,945035.230199999990873,1939987.158199999947101,946035.230199999990873,1938987.158199999947101,0,0,0,0,0
360,946035.230199999990873,1948987.158199999947101,947035.230199999990873,1947987.158199999947101,0,0,0,0,0
361,946035.230199999990873,1947987.158199999947101,947035.230199999990873,1946987.158199999947101,0,0,0,0,0
362,946035.230199999990873,1946987.158199999947101,947035.230199999990873,1945987.158199999947101,0,0,0,0,0
363,946035.230199999990873,1945987.158199999947101,947035.230199999990873,1944987.158199999947101,0,0,0,0,0
364,946035.230199999990873,1944987.158199999947101,947035.230199999990873,1943987.158199999947101,0,0,0,0,0
365,946035.230199999990873,1943987.158199999947101,947035.230199999990873,1942987.158199999947101,0,0,0,0,0
366,946035.230199999990873,1942987.158199999947101,947035.230199999990873,1941987.158199999947101,0,0,0,0,0
367,946035.230199999990873,1941987.158199999947101,947035.230199999990873,1940987.158199999947101,3,1,0,0,0
353,946035.230199999990873,1955987.158199999947101,947035.230199999990873,1954987.158199999947101,0,0,0,0,0
354,946035.230199999990873,1954987.158199999947101,947035.230199999990873,1953987.158199999947101,0,0,0,0,0
355,946035.230199999990873,1953987.158199999947101,947035.230199999990873,1952987.158199999947101,0,0,0,0,0
356,946035.230199999990873,1952987.158199999947101,947035.230199999990873,1951987.158199999947101,0,0,0,0,0
357,946035.230199999990873,1951987.158199999947101,947035.230199999990873,1950987.158199999947101,0,0,0,0,0
358,946035.230199999990873,1950987.158199999947101,947035.230199999990873,1949987.158199999947101,0,0,0,0,0
359,946035.230199999990873,1949987.158199999947101,947035.230199999990873,1948987.158199999947101,0,0,0,0,0
378,947035.230199999990873,1961987.158199999947101,948035.230199999990873,1960987.158199999947101,0,0,0,0,0
379,947035.230199999990873,1960987.158199999947101,948035.230199999990873,1959987.158199999947101,0,0,0,0,0
380,947035.230199999990873,1959987.158199999947101,948035.230199999990873,1958987.158199999947101,0,0,0,0,0
381,947035.230199999990873,1958987.158199999947101,948035.230199999990873,1957987.158199999947101,0,0,0,0,0
382,947035.230199999990873,1957987.158199999947101,948035.230199999990873,1956987.158199999947101,0,0,0,0,0
383,947035.230199999990873,1956987.158199999947101,948035.230199999990873,1955987.158199999947101,0,0,0,0,0
368,946035.230199999990873,1940987.158199999947101,947035.230199999990873,1939987.158199999947101,0,0,0,0,0
369,946035.230199999990873,1939987.158199999947101,947035.230199999990873,1938987.158199999947101,0,2,0,0,0
370,946035.230199999990873,1938987.158199999947101,947035.230199999990873,1937987.158199999947101,0,0,0,0,0
371,946035.230199999990873,1937987.158199999947101,947035.230199999990873,1936987.158199999947101,0,0,0,0,0
264,943035.230199999990873,1951987.158199999947101,944035.230199999990873,1950987.158199999947101,0,0,0,0,0
265,943035.230199999990873,1950987.158199999947101,944035.230199999990873,1949987.158199999947101,0,0,0,0,0
266,943035.230199999990873,1949987.158199999947101,944035.230199999990873,1948987.158199999947101,0,0,0,0,0
267,943035.230199999990873,1948987.158199999947101,944035.230199999990873,1947987.158199999947101,0,0,0,0,0
268,943035.230199999990873,1947987.158199999947101,944035.230199999990873,1946987.158199999947101,0,0,0,0,0
269,943035.230199999990873,1946987.158199999947101,944035.230199999990873,1945987.158199999947101,0,0,0,0,0
270,943035.230199999990873,1945987.158199999947101,944035.230199999990873,1944987.158199999947101,0,1,0,0,0
271,943035.230199999990873,1944987.158199999947101,944035.230199999990873,1943987.158199999947101,0,0,0,0,0
262,943035.230199999990873,1953987.158199999947101,944035.230199999990873,1952987.158199999947101,0,0,0,0,0
263,943035.230199999990873,1952987.158199999947101,944035.230199999990873,1951987.158199999947101,0,0,0,0,0
272,943035.230199999990873,1943987.158199999947101,944035.230199999990873,1942987.158199999947101,0,0,0,0,0
296,944035.230199999990873,1950987.158199999947101,945035.230199999990873,1949987.158199999947101,0,0,0,0,0
297,944035.230199999990873,1949987.158199999947101,945035.230199999990873,1948987.158199999947101,0,0,0,0,0
298,944035.230199999990873,1948987.158199999947101,945035.230199999990873,1947987.158199999947101,0,0,0,0,0
299,944035.230199999990873,1947987.158199999947101,945035.230199999990873,1946987.158199999947101,4,0,0,0,0
300,944035.230199999990873,1946987.158199999947101,945035.230199999990873,1945987.158199999947101,0,1,0,0,0
301,944035.230199999990873,1945987.158199999947101,945035.230199999990873,1944987.158199999947101,3,0,0,0,0
302,944035.230199999990873,1944987.158199999947101,945035.230199999990873,1943987.158199999947101,0,0,0,0,0
303,944035.230199999990873,1943987.158199999947101,945035.230199999990873,1942987.158199999947101,0,0,0,0,0
292,944035.230199999990873,1954987.158199999947101,945035.230199999990873,1953987.158199999947101,0,0,0,0,0
293,944035.230199999990873,1953987.158199999947101,945035.230199999990873,1952987.158199999947101,0,0,0,0,0
294,944035.230199999990873,1952987.158199999947101,945035.230199999990873,1951987.158199999947101,0,0,0,0,0
295,944035.230199999990873,1951987.158199999947101,945035.230199999990873,1950987.158199999947101,0,0,0,0,0
304,944035.230199999990873,1942987.158199999947101,945035.230199999990873,1941987.158199999947101,0,0,0,0,0
305,944035.230199999990873,1941987.158199999947101,945035.230199999990873,1940987.158199999947101,0,0,0,0,0
200,941035.230199999990873,1953987.158199999947101,942035.230199999990873,1952987.158199999947101,0,0,0,0,0
201,941035.230199999990873,1952987.158199999947101,942035.230199999990873,1951987.158199999947101,0,0,0,0,0
202,941035.230199999990873,1951987.158199999947101,942035.230199999990873,1950987.158199999947101,0,0,0,0,0
203,941035.230199999990873,1950987.158199999947101,942035.230199999990873,1949987.158199999947101,0,0,0,0,0
204,941035.230199999990873,1949987.158199999947101,942035.230199999990873,1948987.158199999947101,0,0,0,0,0
205,941035.230199999990873,1948987.158199999947101,942035.230199999990873,1947987.158199999947101,0,0,0,0,0
206,941035.230199999990873,1947987.158199999947101,942035.230199999990873,1946987.158199999947101,0,1,0,0,0
207,941035.230199999990873,1946987.158199999947101,942035.230199999990873,1945987.158199999947101,0,0,0,0,0
199,941035.230199999990873,1954987.158199999947101,942035.230199999990873,1953987.158199999947101,0,0,0,0,0
208,941035.230199999990873,1945987.158199999947101,942035.230199999990873,1944987.158199999947101,0,0,0,0,0
209,941035.230199999990873,1944987.158199999947101,942035.230199999990873,1943987.158199999947101,0,0,0,0,0
210,941035.230199999990873,1943987.158199999947101,942035.230199999990873,1942987.158199999947101,0,0,0,0,0
211,941035.230199999990873,1942987.158199999947101,942035.230199999990873,1941987.158199999947101,0,0,0,0,0
212,941035.230199999990873,1941987.158199999947101,942035.230199999990873,1940987.158199999947101,0,0,0,0,0
232,942035.230199999990873,1952987.158199999947101,943035.230199999990873,1951987.158199999947101,0,0,0,0,0
233,942035.230199999990873,1951987.158199999947101,943035.230199999990873,1950987.158199999947101,0,0,0,0,0
234,942035.230199999990873,1950987.158199999947101,943035.230199999990873,1949987.158199999947101,0,0,0,0,0
235,942035.230199999990873,1949987.158199999947101,943035.230199999990873,1948987.158199999947101,0,0,0,0,0
236,942035.230199999990873,1948987.158199999947101,943035.230199999990873,1947987.158199999947101,0,0,0,0,0
237,942035.230199999990873,1947987.158199999947101,943035.230199999990873,1946987.158199999947101,0,1,0,0,0
238,942035.230199999990873,1946987.158199999947101,943035.230199999990873,1945987.158199999947101,0,1,0,0,0
239,942035.230199999990873,1945987.158199999947101,943035.230199999990873,1944987.158199999947101,0,0,0,0,0
231,942035.230199999990873,1953987.158199999947101,943035.230199999990873,1952987.158199999947101,0,0,0,0,0
240,942035.230199999990873,1944987.158199999947101,943035.230199999990873,1943987.158199999947101,0,0,0,0,0
241,942035.230199999990873,1943987.158199999947101,943035.230199999990873,1942987.158199999947101,0,0,0,0,0
242,942035.230199999990873,1942987.158199999947101,943035.230199999990873,1941987.158199999947101,0,0,0,0,0
243,942035.230199999990873,1941987.158199999947101,943035.230199999990873,1940987.158199999947101,0,0,0,0,0
1165,972035.230199999990873,1949987.158199999947101,973035.230199999990873,1948987.158199999947101,0,0,0,0,0
136,939035.230199999990873,1955987.158199999947101,940035.230199999990873,1954987.158199999947101,0,0,0,0,0
137,939035.230199999990873,1954987.158199999947101,940035.230199999990873,1953987.158199999947101,0,0,0,0,0
138,939035.230199999990873,1953987.158199999947101,940035.230199999990873,1952987.158199999947101,0,0,0,0,0
139,939035.230199999990873,1952987.158199999947101,940035.230199999990873,1951987.158199999947101,0,0,0,0,0
140,939035.230199999990873,1951987.158199999947101,940035.230199999990873,1950987.158199999947101,0,0,0,0,0
141,939035.230199999990873,1950987.158199999947101,940035.230199999990873,1949987.158199999947101,0,0,0,0,0
142,939035.230199999990873,1949987.158199999947101,940035.230199999990873,1948987.158199999947101,0,0,0,0,0
146,939035.230199999990873,1945987.158199999947101,940035.230199999990873,1944987.158199999947101,0,0,0,0,0
147,939035.230199999990873,1944987.158199999947101,940035.230199999990873,1943987.158199999947101,0,0,0,0,0
148,939035.230199999990873,1943987.158199999947101,940035.230199999990873,1942987.158199999947101,0,0,0,0,0
149,939035.230199999990873,1942987.158199999947101,940035.230199999990873,1941987.158199999947101,0,0,0,0,0
150,939035.230199999990873,1941987.158199999947101,940035.230199999990873,1940987.158199999947101,0,0,0,0,0
168,940035.230199999990873,1954987.158199999947101,941035.230199999990873,1953987.158199999947101,0,0,0,0,0
169,940035.230199999990873,1953987.158199999947101,941035.230199999990873,1952987.158199999947101,0,0,0,0,0
170,940035.230199999990873,1952987.158199999947101,941035.230199999990873,1951987.158199999947101,0,0,0,0,0
171,940035.230199999990873,1951987.158199999947101,941035.230199999990873,1950987.158199999947101,0,0,0,0,0
172,940035.230199999990873,1950987.158199999947101,941035.230199999990873,1949987.158199999947101,0,0,0,0,0
173,940035.230199999990873,1949987.158199999947101,941035.230199999990873,1948987.158199999947101,0,0,0,0,0
174,940035.230199999990873,1948987.158199999947101,941035.230199999990873,1947987.158199999947101,0,1,0,0,0
175,940035.230199999990873,1947987.158199999947101,941035.230199999990873,1946987.158199999947101,0,0,0,0,0
176,940035.230199999990873,1946987.158199999947101,941035.230199999990873,1945987.158199999947101,0,0,0,0,0
177,940035.230199999990873,1945987.158199999947101,941035.230199999990873,1944987.158199999947101,0,0,0,0,0
178,940035.230199999990873,1944987.158199999947101,941035.230199999990873,1943987.158199999947101,0,0,0,0,0
179,940035.230199999990873,1943987.158199999947101,941035.230199999990873,1942987.158199999947101,0,0,0,0,0
1099,970035.230199999990873,1953987.158199999947101,971035.230199999990873,1952987.158199999947101,0,0,0,0,0
180,940035.230199999990873,1942987.158199999947101,941035.230199999990873,1941987.158199999947101,0,0,0,0,0
1100,970035.230199999990873,1952987.158199999947101,971035.230199999990873,1951987.158199999947101,0,0,0,0,0
1101,970035.230199999990873,1951987.158199999947101,971035.230199999990873,1950987.158199999947101,0,0,0,0,0
1102,970035.230199999990873,1950987.158199999947101,971035.230199999990873,1949987.158199999947101,0,2,0,0,0
1103,970035.230199999990873,1949987.158199999947101,971035.230199999990873,1948987.158199999947101,0,0,0,0,0
74,937035.230199999990873,1955987.158199999947101,938035.230199999990873,1954987.158199999947101,0,0,0,0,0
75,937035.230199999990873,1954987.158199999947101,938035.230199999990873,1953987.158199999947101,0,0,0,0,0
76,937035.230199999990873,1953987.158199999947101,938035.230199999990873,1952987.158199999947101,0,0,0,0,0
77,937035.230199999990873,1952987.158199999947101,938035.230199999990873,1951987.158199999947101,0,0,0,0,0
78,937035.230199999990873,1951987.158199999947101,938035.230199999990873,1950987.158199999947101,0,0,0,0,0
79,937035.230199999990873,1950987.158199999947101,938035.230199999990873,1949987.158199999947101,0,0,0,0,0
